#IMAGE v2
2 v2
3949601 902 150 833 257 2.81294 2.30552 
3949607 733 196 811 319 2.74122 2.48202 
3949614 733 196 811 319 2.72038 2.3854 
3949621 587 185 603 213 2.67029 2.40423 
3949627 549 128 720 155 2.42464 2.39988 
3949634 549 128 720 155 2.6534 2.37877 
3949640 298 247 365 354 2.71898 2.51995 
3949648 305 251 375 374 2.77398 2.51834 
3949654 305 251 375 374 2.81336 2.4981 
3949661 296 218 332 381 2.79971 2.48753 
3949667 314 272 312 359 2.81094 2.46092 
3949674 314 272 312 359 2.83937 2.48275 
3949681 315 251 350 412 2.8689 2.55638 
3949687 318 257 339 400 2.82727 2.52288 
3949695 318 257 339 400 2.74192 2.4857 
3949701 318 257 345 397 2.76838 2.49137 
3949708 289 213 331 378 2.75176 2.49536 
3949714 289 213 331 378 2.7944 2.43803 
3949721 267 225 449 402 2.7667 2.42555 
3949728 289 204 390 399 2.78246 2.47834 
3949734 289 204 390 399 2.77373 2.46087 
3949742 289 204 393 372 2.77004 2.46009 
3949748 293 207 343 335 2.76514 2.42713 
3949754 293 207 343 335 2.76627 2.55617 
3949761 314 221 304 323 2.74451 2.56349 
3949768 290 206 430 433 2.75232 2.5037 
3949775 290 206 430 433 2.74745 2.54805 
3949781 270 227 434 349 2.76032 2.56861 
3949789 279 204 449 388 2.73607 2.45844 
3949795 279 204 449 388 2.74826 2.4533 
3949802 292 181 371 381 2.75356 2.4823 
3949808 279 190 371 372 2.75354 2.45428 
3949815 279 190 371 372 2.77918 2.47793 
3949822 355 320 354 344 2.74536 2.49137 
3949828 359 323 359 367 2.76769 2.47216 
3949835 359 323 359 367 2.77805 2.47124 
3949842 234 272 337 320 2.74305 2.48475 
3949848 363 310 357 363 2.74273 2.47672 
3949855 363 310 357 363 2.76836 2.4362 
3949862 239 285 379 358 2.76828 2.42337 
3949868 296 283 352 355 2.76842 2.45914 
3949875 292 276 352 355 2.74296 2.45312 
3949882 292 264 374 338 2.74427 2.43661 
3949888 267 275 350 312 2.75945 2.43901 
3949895 263 269 344 308 2.7588 2.41864 
3949902 301 289 390 375 2.76432 2.40228 
3949908 250 213 348 292 2.77163 2.43154 
3949915 245 205 348 292 2.77714 2.45914 
3949922 271 218 364 321 2.7602 2.44695 
3949929 267 206 343 258 2.73047 2.45013 
3949935 271 213 335 252 2.74197 2.50475 
3949942 191 216 294 283 2.74517 2.46643 
3949949 281 251 348 340 2.74863 2.47831 
3949955 289 265 362 350 2.76049 2.48432 
3949962 256 353 408 396 2.71581 2.42887 
3949969 307 348 406 365 2.72423 2.40257 
3949976 307 348 406 365 2.71837 2.35187 
3949982 550 166 430 289 2.62148 2.32357 
3949989 556 185 578 289 2.66431 2.10878 
3949996 556 191 578 289 2.71271 2.40059 
3950002 746 178 913 253 2.72984 2.28088 
3950009 843 156 926 301 2.70004 2.25578 
3950016 843 156 926 306 2.71725 2.47499 
3950022 933 154 877 292 2.75178 2.44026 
3950029 959 165 893 263 2.77784 2.46887 
3950036 962 159 893 259 2.7404 2.50364 
3950042 873 181 894 331 2.75698 2.42684 
3950049 904 82 880 216 2.75351 2.40508 
3950056 910 68 879 210 2.73899 2.3348 
3950063 915 102 870 269 2.68171 2.41952 
3950070 935 98 852 204 2.69927 2.4233 
3950076 935 98 851 198 2.7213 2.45087 
3950083 819 101 924 224 2.67867 2.47307 
3950089 856 139 922 264 2.68727 2.473 
3950096 849 158 923 274 2.66168 2.46912 
3950103 826 147 908 246 2.68131 2.49832 
3950110 805 159 918 285 2.74541 2.48588 
3950117 805 159 918 289 2.73425 2.51111 
3950123 710 137 964 157 2.66396 2.56233 
3950129 719 216 924 174 2.64745 2.49522 
3950136 719 216 924 168 2.68504 2.59692 
3950143 779 179 976 192 2.72205 2.5976 
3950150 755 189 887 266 2.75445 2.4435 
3950156 755 188 887 265 2.78656 2.55922 
3950163 781 158 912 258 2.79807 2.55717 
3950170 803 140 939 231 2.73745 2.55097 
3950177 805 134 939 231 2.72004 2.56081 
3950183 819 159 880 256 2.79325 2.55838 
3950190 800 163 909 279 2.79358 2.56209 
3950197 800 164 909 280 2.75655 2.56124 
3950203 811 207 830 245 2.78384 2.51807 
3950210 823 199 820 276 2.77244 2.52674 
3950217 823 199 820 276 2.73085 2.56159 
3950224 836 182 852 275 2.78243 2.39956 
3950230 819 208 837 310 2.681 2.38409 
3950237 819 208 837 310 2.71536 2.40296 
3950243 814 153 827 302 2.77154 2.42473 
3950250 822 188 835 289 2.67614 2.4051 
3950257 822 188 835 289 2.65381 2.45486 
3950263 841 172 829 302 2.69959 2.40693 
3950271 821 207 824 274 2.68245 2.47243 
3950277 821 207 824 274 2.67892 2.41711 
3950283 852 193 834 298 2.68466 2.46429 
3950291 848 172 820 217 2.65986 2.40659 
3950297 848 172 820 217 2.69458 2.41265 
3950304 861 140 840 252 2.76569 2.4125 
3950311 905 156 888 221 2.77127 2.41886 
3950317 905 156 888 221 2.72806 2.40904 
3950324 885 128 861 274 2.70421 2.3584 
3950330 856 130 865 214 2.7306 2.40566 
3950337 856 130 865 214 2.76075 2.39785 
3950344 843 99 839 184 2.75298 2.32387 
3950351 831 136 851 166 2.6997 2.32507 
3950357 831 136 851 166 2.66135 2.33362 
3950364 813 124 800 224 2.62333 2.33526 
3950371 812 123 834 187 2.60367 2.39182 
3950377 810 130 836 193 2.65565 2.47513 
3950384 817 58 832 188 2.63383 2.44748 
3950391 828 101 839 191 2.72471 2.51714 
3950398 828 101 839 191 2.67918 2.50315 
3950404 800 238 777 135 2.70326 2.43305 
3950411 810 232 833 205 2.69977 2.48027 
3950417 814 220 831 194 2.67658 2.41341 
3950424 810 148 768 99 2.66405 2.44377 
3950431 766 164 781 175 2.67889 2.45707 
3950438 767 157 779 169 2.66638 2.35586 
3950445 786 148 941 182 2.70128 2.39144 
3950451 812 199 989 224 2.67292 2.36178 
3950458 812 199 989 224 2.64027 2.34885 
3950465 784 154 884 242 2.6787 2.39045 
3950471 768 173 900 222 2.61107 2.36514 
3950478 768 173 900 222 2.67906 2.38661 
3950484 797 127 917 192 2.70106 2.34992 
3950492 795 140 887 262 2.7026 2.3452 
3950498 795 140 887 262 2.70318 2.36152 
3950505 777 119 877 239 2.70303 2.34992 
3950511 809 98 940 221 2.70822 2.37706 
3950518 807 105 940 226 2.73295 2.44446 
3950525 811 118 931 263 2.73322 2.35651 
3950531 833 131 949 325 2.73915 2.36748 
3950538 831 138 949 330 2.70693 2.32476 
3950545 817 126 860 190 2.645 2.32507 
3950552 826 117 864 188 2.67853 2.3553 
3950558 826 117 864 188 2.5687 2.33876 
3950565 787 92 860 226 2.61669 2.23262 
3950572 820 117 890 179 2.61421 2.23852 
3950578 820 117 890 179 2.58996 2.33422 
3950585 788 176 928 213 2.64443 2.33568 
3950592 882 154 930 142 2.63387 2.35697 
3950598 885 147 930 142 2.60294 2.25679 
3950605 764 190 882 185 2.6678 2.28108 
3950612 755 183 884 212 2.66759 2.30192 
3950618 755 183 883 200 2.66517 2.27732 
3950625 805 179 928 158 2.64557 2.32495 
3950632 786 186 913 300 2.6832 2.30823 
3950639 783 198 914 309 2.67773 2.33559 
3950645 789 182 920 288 2.64549 2.3356 
3950652 770 218 907 248 2.65204 2.33449 
3950659 769 224 907 253 2.68083 2.33408 
3950666 770 236 889 267 2.67821 2.33847 
3950672 770 208 867 278 2.65765 2.3051 
3950679 770 208 867 278 2.67746 2.33419 
3950685 719 180 904 235 2.64557 2.32047 
3950692 734 193 951 316 2.68049 2.4001 
3950699 736 180 951 310 2.67965 2.27551 
3950706 854 136 909 333 2.6284 2.29148 
3950712 844 117 926 202 2.63387 2.29947 
3950719 846 111 926 197 2.66321 2.30993 
3950726 796 96 958 238 2.54364 2.2911 
3950733 910 113 905 182 2.54095 2.27329 
3950739 907 120 905 188 2.57807 2.21382 
3950746 815 125 870 241 2.57966 2.25167 
3950752 814 149 875 180 2.54572 2.22611 
3950759 814 149 875 180 2.53973 2.30691 
3950766 760 100 869 197 2.49985 2.30014 
3950773 823 112 835 182 2.49689 2.30888 
3950779 821 118 837 188 2.59561 2.40217 
3950786 719 208 924 330 2.61305 2.31628 
3950792 758 164 868 169 2.62937 2.10792 
3950800 758 164 868 169 2.5491 2.23742 
3950806 451 113 675 238 2.50982 2.35905 
3950813 595 104 848 154 2.48939 2.13578 
3950819 594 90 847 149 2.50768 2.23318 
3950826 328 163 411 234 2.55935 2.24749 
3950833 278 146 406 200 2.6189 2.31637 
3950840 278 146 400 194 2.5177 2.24524 
3950846 325 163 526 194 2.48131 2.21818 
3950853 352 208 456 238 2.50978 2.28455 
3950860 355 215 461 244 2.44858 2.31684 
3950866 335 243 481 275 2.55299 2.25171 
3950873 340 211 542 365 2.49189 2.23058 
3950881 340 211 542 365 2.48194 2.33129 
3950887 321 171 508 353 2.57285 2.31809 
3950893 351 219 493 313 2.59095 2.29456 
3950900 351 219 493 313 2.52821 2.27485 
3950907 346 238 445 217 2.45569 2.27704 
3950913 308 176 479 316 2.46521 2.21739 
3950920 308 176 479 316 2.46578 2.26144 
3950927 328 117 549 393 2.46206 2.24994 
3950933 339 140 516 359 2.47689 2.22546 
3950940 339 140 516 359 2.50082 2.24574 
3950947 366 209 570 391 2.46224 2.2449 
3950953 375 197 572 318 2.51022 2.24431 
3950960 375 197 572 318 2.51857 2.25751 
3950967 379 195 564 289 2.51394 2.23467 
3950974 380 223 581 336 2.45739 2.24511 
3950980 382 230 584 340 2.43657 2.2164 
3950987 339 217 573 310 2.51061 2.27916 
3950993 365 271 549 305 2.50489 2.23619 
3951000 365 271 549 305 2.44942 2.27348 
3951007 326 238 424 346 2.41379 2.31537 
3951014 240 181 457 377 2.4791 2.23467 
3951020 236 174 452 373 2.59982 2.18747 
3951027 326 295 383 340 2.5208 2.21529 
3951034 320 352 426 367 2.54749 2.24101 
3951041 317 346 426 367 2.48553 2.21994 
3951047 306 309 330 308 2.47251 2.1934 
3951054 343 341 358 274 2.45639 2.19414 
3951061 346 347 351 268 2.4298 2.24187 
3951067 322 320 573 372 2.47771 2.16142 
3951074 340 320 574 429 2.48323 2.27189 
3951081 340 320 577 433 2.46847 2.24461 
3951087 265 293 447 334 2.4557 2.20266 
3951094 263 294 421 404 2.43242 2.21081 
3951101 255 282 410 397 2.44569 2.20468 
3951108 260 268 419 362 2.51655 2.17307 
3951114 271 287 373 367 2.5592 2.12501 
3951121 275 293 379 372 2.52629 2.13368 
3951128 267 232 418 301 2.50852 2.21216 
3951134 277 263 438 326 2.46965 2.25051 
3951141 281 270 444 331 2.45274 2.11762 
3951148 272 292 416 366 2.46616 2.14281 
3951155 262 230 368 355 2.49073 2.23445 
3951161 257 223 361 350 2.40073 2.18137 
3951168 245 220 373 370 2.43479 2.22149 
3951175 277 259 437 373 2.42685 2.22214 
3951181 273 252 432 369 2.43601 2.19557 
3951188 327 337 328 348 2.54818 2.24848 
3951195 353 310 367 356 2.5081 2.2599 
3951201 353 310 367 356 2.48052 2.2314 
3951208 325 355 353 340 2.49503 2.20671 
3951215 345 313 378 375 2.42446 2.2171 
3951221 345 313 378 375 2.51735 2.26364 
3951228 334 212 416 358 2.43925 2.23886 
3951235 275 259 424 396 2.47626 2.21801 
3951242 279 266 429 400 2.33039 2.24438 
3951248 446 177 444 324 2.37749 2.16659 
3951255 448 166 340 231 2.21836 1.86146 
3951261 452 180 353 241 2.44638 2.07141 
3951268 628 171 760 288 2.45429 2.10152 
3951275 681 115 806 256 2.34553 2.10822 
3951282 681 115 806 256 2.44835 2.09922 
3951288 640 166 812 209 2.56162 2.15668 
3951295 668 230 819 220 2.51713 2.21529 
3951302 668 225 818 214 2.44875 2.1409 
3951309 620 147 816 198 2.53131 2.30905 
3951315 619 236 812 179 2.55579 2.28478 
3951322 620 242 812 179 2.54492 2.29274 
3951328 702 130 872 290 2.47147 2.20111 
3951335 695 292 882 324 2.49031 2.22301 
0-test-07-same3->S 
0-test-08-different5 0 
3952561 325 147 583 268 2.65709 2.34431 
3952568 325 147 583 268 2.67895 2.36566 
3952575 311 129 453 283 2.65289 2.24358 
3952581 353 165 410 215 2.6596 2.37472 
3952588 350 158 404 209 2.66684 2.33692 
3952595 386 156 501 324 2.60907 2.30442 
3952601 501 238 446 331 2.59609 2.1978 
3952608 501 238 446 331 2.58868 2.06674 
3952615 490 299 558 280 2.56749 2.31638 
3952621 516 344 573 223 2.50944 2.31041 
3952628 519 355 581 233 2.4742 2.19833 
3952635 572 362 639 448 2.47071 2.09771 
3952642 572 373 725 527 2.49322 2.09716 
3952648 573 378 727 530 2.57036 2.11696 
3952655 570 365 769 499 2.48303 2.07896 
3952661 547 343 730 510 2.48499 2.04024 
3952668 547 343 730 510 2.40037 2.03932 
3952675 522 334 709 459 2.40501 2.06121 
3952682 541 349 660 413 2.48888 2.05283 
3952688 540 344 657 410 2.49349 2.06633 
3952695 513 328 680 433 2.55231 2.08586 
3952702 550 344 664 475 2.49625 2.06581 
3952708 550 344 664 475 2.55035 1.91136 
3952715 498 301 589 429 2.47181 1.99182 
3952722 533 337 666 527 2.50084 1.90216 
3952729 533 337 666 527 2.45616 1.92173 
3952736 502 318 593 437 2.49217 2.00712 
3952742 511 325 634 460 2.46914 1.99041 
3952749 509 320 631 457 2.51168 1.98714 
3952755 534 325 580 399 2.52189 2.01044 
3952762 494 310 600 471 2.49475 1.92709 
3952769 494 310 600 471 2.51835 1.92047 
3952775 517 311 584 433 2.53831 2.01387 
3952783 532 316 572 410 2.43972 2.04119 
3952789 532 316 572 410 2.50013 2.05606 
3952795 453 215 679 408 2.4393 2.06045 
3952802 346 145 629 412 2.49048 2.05763 
3952809 349 152 632 416 2.57538 2.42872 
3952816 240 92 349 133 2.65808 2.28952 
3952822 304 136 359 232 2.62344 2.26193 
3952830 300 127 353 226 2.57786 2.31297 
3952836 284 122 412 233 2.62512 2.3556 
3952843 313 146 344 182 2.6392 2.28373 
3952849 310 139 338 177 2.61163 2.28409 
3952856 267 100 329 150 2.63015 2.25931 
3952862 299 116 447 164 2.66521 2.25873 
3952869 303 124 453 170 2.64976 2.28036 
3952876 312 149 365 157 2.65446 2.27011 
3952883 296 140 426 180 2.65012 2.34226 
3952889 296 140 426 180 2.64993 2.38858 
3952896 269 134 387 197 2.66254 2.36238 
3952903 251 122 395 211 2.65034 2.39424 
3952909 254 129 401 216 2.62357 2.39387 
3952916 302 174 437 235 2.66526 2.37077 
3952924 277 150 406 251 2.66095 2.31685 
3952930 281 157 411 256 2.65475 2.24194 
3952936 287 159 443 263 2.64768 2.40572 
3952943 311 167 403 249 2.66591 2.34558 
3952950 311 167 403 249 2.66667 2.3537 
3952956 282 136 395 231 2.65647 2.34967 
3952963 315 149 384 234 2.65627 2.40646 
3952970 312 142 378 229 2.66991 2.40139 
3952977 286 119 392 239 2.65183 2.39489 
3952983 271 114 339 161 2.71226 2.37249 
3952990 271 114 339 161 2.68195 2.2426 
3952996 298 155 434 174 2.67038 2.35488 
3953003 360 178 366 204 2.73416 2.37491 
3953010 360 178 366 204 2.66649 2.1247 
3953017 481 168 576 287 2.70903 2.17858 
3953023 581 232 431 225 2.73005 2.01761 
3953030 580 226 426 220 2.70451 2.04744 
3953037 850 249 805 400 2.59992 2.05161 
3953043 749 251 819 396 2.61758 2.10474 
3953050 748 256 819 396 2.66895 2.16918 
3953057 767 279 921 361 2.79153 2.07511 
3953063 774 278 924 302 2.80313 1.97937 
3953070 774 278 924 307 2.80528 1.99737 
3953077 812 341 825 353 2.77154 2.17939 
3953083 771 303 854 411 2.72917 2.17604 
3953090 772 298 853 407 2.70898 2.14276 
3953097 809 287 833 344 2.71091 2.14239 
3953104 833 306 853 362 2.72327 2.14161 
3953110 833 306 853 362 2.64495 2.1778 
3953117 839 299 880 306 2.74612 2.10184 
3953124 842 313 858 343 2.63359 2.13523 
3953131 842 313 858 343 2.63275 2.14492 
3953137 874 297 852 415 2.73592 2.18882 
3953144 874 299 872 334 2.70743 2.19004 
3953150 874 299 872 334 2.67936 2.19755 
3953158 869 292 919 424 2.70151 2.14438 
3953164 891 296 867 377 2.75559 2.06117 
3953170 891 296 867 377 2.75234 2.17559 
3953177 903 305 892 347 2.7036 2.20863 
3953184 852 297 857 336 2.76715 2.25123 
3953191 852 297 857 336 2.78868 2.22012 
3953197 844 314 872 295 2.81051 2.20352 
3953204 866 299 857 439 2.7925 2.24813 
3953211 866 299 857 439 2.7664 2.30147 
3953218 843 296 858 456 2.63189 2.34913 
3953224 837 312 829 412 2.78362 2.2232 
3953231 837 312 829 412 2.76345 2.23625 
3953238 843 295 826 385 2.7952 2.24407 
3953244 840 293 865 368 2.83306 2.14782 
3953252 840 293 865 368 2.8279 2.23855 
3953258 853 297 912 411 2.81883 2.30557 
3953264 825 314 915 387 2.80874 2.31099 
3953271 825 314 915 387 2.77317 2.26887 
3953278 815 333 912 375 2.67357 2.27952 
3953284 781 301 921 323 2.7729 2.2428 
3953291 781 301 921 323 2.8105 2.21706 
3953298 835 305 912 465 2.8241 2.24296 
3953304 810 318 880 369 2.80015 2.2158 
3953311 810 318 880 369 2.80799 2.2947 
3953318 787 323 880 364 2.72087 2.35261 
3953325 802 294 874 366 2.76275 2.28553 
3953331 802 294 874 366 2.83171 2.32997 
3953338 780 314 869 390 2.80603 2.22167 
3953345 804 325 931 391 2.83819 2.14684 
3953351 804 325 931 391 2.83517 2.23102 
3953358 815 332 927 422 2.75397 2.28546 
3953365 787 305 912 366 2.86436 2.23429 
3953371 787 305 912 366 2.86671 2.28574 
3953378 840 305 900 444 2.87109 2.2782 
3953385 840 305 914 411 2.86514 2.30279 
3953392 840 305 914 411 2.85849 2.2383 
3953398 860 296 841 390 2.89825 2.3203 
3953405 835 321 844 351 2.89886 2.23787 
3953412 837 316 843 347 2.88848 2.17434 
3953418 820 271 864 316 2.87787 2.22353 
3953425 879 299 888 364 2.80202 2.3653 
3953432 879 299 888 364 2.82759 2.29377 
3953439 872 262 896 396 2.69672 2.32176 
3953445 841 264 894 329 2.77734 2.32667 
3953452 838 270 895 334 2.76982 2.31548 
3953459 861 282 861 377 2.7228 2.41182 
3953465 844 275 846 290 2.81828 2.31277 
3953472 844 275 846 290 2.77831 2.35599 
3953479 867 273 896 408 2.676 2.35717 
3953486 858 302 883 369 2.7819 2.36675 
3953492 858 302 883 369 2.7794 2.36207 
3953499 875 277 868 380 2.80997 2.36099 
3953505 880 276 893 388 2.84125 2.34834 
3953512 880 276 893 388 2.85227 2.39279 
3953519 861 299 843 391 2.80985 2.27967 
3953526 807 281 851 360 2.81892 2.30727 
3953532 807 281 851 360 2.78317 2.30689 
3953539 806 283 869 411 2.78554 2.37128 
3953546 847 272 876 332 2.79822 2.33126 
3953553 847 272 876 332 2.84966 2.37252 
3953559 812 252 860 392 2.7676 2.33237 
3953566 830 273 870 438 2.82094 2.32477 
3953573 830 273 870 438 2.7881 2.40729 
3953580 814 243 868 431 2.79849 2.4291 
3953586 820 229 844 338 2.77917 2.28887 
3953593 820 229 844 338 2.77968 2.42431 
3953599 851 281 844 357 2.78458 2.38082 
3953606 834 270 807 301 2.79899 2.40742 
3953613 834 270 807 301 2.79634 2.36416 
3953619 793 289 839 343 2.79642 2.41774 
3953627 837 285 838 330 2.77308 2.41742 
3953633 837 285 838 330 2.85226 2.40059 
3953639 867 276 856 381 2.86651 2.4022 
3953646 856 278 832 380 2.86647 2.43076 
3953653 856 278 832 380 2.82436 2.37889 
3953660 867 273 836 355 2.83554 2.35872 
3953666 818 285 848 429 2.78227 2.31923 
3953674 818 285 848 429 2.75718 2.32728 
3953680 868 272 855 420 2.74061 2.29825 
3953686 889 275 861 369 2.79569 2.2871 
3953693 889 275 861 369 2.84199 2.28607 
3953700 711 322 711 267 2.69471 2.30388 
3953707 563 205 753 326 2.68322 2.23262 
3953713 563 205 753 326 2.74342 2.30161 
3953721 385 177 418 105 2.67325 2.38305 
3953727 295 136 253 120 2.7627 2.38834 
3953733 298 143 260 126 2.81393 2.41577 
3953740 257 108 377 134 2.87766 2.50458 
3953747 273 128 431 182 2.87137 2.44359 
3953753 277 135 436 188 2.85556 2.47879 
3953760 285 166 391 163 2.8605 2.42646 
3953767 246 111 396 171 2.85148 2.44019 
3953773 246 111 396 171 2.87261 2.44205 
3953780 239 130 390 111 2.89781 2.46102 
3953787 246 111 412 222 2.91329 2.35817 
3953793 242 103 407 217 2.86983 2.34912 
3953800 267 150 313 131 2.88986 2.34667 
3953807 264 122 354 209 2.87616 2.41183 
3953814 256 106 348 203 2.8744 2.36461 
3953820 338 126 305 187 2.89095 2.34265 
3953827 296 98 268 197 2.87486 2.34788 
3953834 296 98 260 191 2.85296 2.43193 
3953840 278 101 285 155 2.85428 2.29707 
3953847 299 103 258 135 2.85857 2.28274 
3953854 303 111 265 142 2.8668 2.35558 
3953861 315 125 357 169 2.8589 2.40048 
3953867 310 121 330 159 2.87447 2.41238 
3953874 310 121 330 159 2.85968 2.40771 
3953881 295 136 438 184 2.85984 2.34021 
3953887 311 121 335 243 2.86038 2.33117 
3953894 311 121 335 243 2.86063 2.36827 
3953901 297 129 293 162 2.85999 2.37993 
3953908 228 106 250 157 2.88548 2.34943 
3953914 228 106 250 157 2.87323 2.30426 
3953921 262 110 344 212 2.89501 2.28047 
3953928 136 99 276 182 2.8951 2.27569 
3953934 136 99 276 182 2.87067 2.26725 
3953941 181 128 363 181 2.87634 2.396 
3953948 193 139 350 178 2.88169 2.42471 
3953955 193 139 350 178 2.90928 2.34929 
3953961 181 128 324 157 2.88047 2.39273 
3953968 177 75 347 206 2.86265 2.39462 
3953975 177 75 347 206 2.86166 2.38337 
3953981 183 94 283 111 2.87183 2.41621 
3953988 226 126 316 155 2.8734 2.41676 
3953994 226 126 316 155 2.87565 2.35424 
3954002 180 64 278 121 2.86506 2.32528 
3954008 224 90 310 167 2.86939 2.42777 
3954015 224 90 310 167 2.82832 2.36142 
3954021 263 183 379 212 2.77057 2.40377 
3954028 240 116 322 110 2.82932 2.36919 
3954035 240 116 322 110 2.84835 2.32131 
3954041 263 121 422 206 2.82928 2.37079 
3954049 265 130 376 118 2.83753 2.37209 
3954055 265 130 376 118 2.80127 2.35718 
3954062 274 113 393 135 2.80608 2.3581 
3954068 248 89 386 204 2.80022 2.35749 
3954075 248 89 386 204 2.80144 2.308 
3954082 268 128 371 152 2.83767 2.33035 
3954088 253 113 391 141 2.7026 2.31336 
3954096 253 113 391 141 2.73604 2.31975 
3954102 256 100 369 160 2.80471 2.375 
3954108 251 120 357 149 2.75021 2.36926 
3954115 251 120 357 149 2.76006 2.38259 
3954122 264 127 365 183 2.76073 2.30419 
3954128 264 125 363 147 2.71727 2.30858 
3954135 264 125 363 147 2.76188 2.36427 
3954143 256 115 362 170 2.78568 2.31779 
3954148 253 139 361 154 2.65641 2.23844 
3954156 253 139 361 154 2.69835 2.3216 
3954162 195 95 346 189 2.69485 2.33541 
3954169 249 121 348 194 2.70097 2.29711 
3954175 249 121 348 194 2.69236 2.29036 
3954182 243 111 384 220 2.62706 2.26256 
3954189 211 117 372 233 2.62646 2.30868 
3954195 211 117 372 233 2.68381 2.30521 
3954202 253 116 332 136 2.64065 2.30603 
3954209 272 119 438 249 2.62978 2.25591 
3954216 268 111 432 244 2.50591 2.11262 
3954222 561 295 665 306 2.71093 2.1846 
3954229 608 232 485 129 2.53627 1.65787 
3954236 608 232 485 129 2.51562 2.04557 
3954242 933 381 913 407 2.71082 2.17086 
3954249 885 333 914 394 2.8003 2.15503 
3954256 883 338 915 398 2.75077 2.20126 
3954262 902 351 855 376 2.72698 2.0528 
3954269 899 348 869 377 2.72847 2.14134 
3954276 899 348 869 377 2.69796 2.16882 
3954283 819 359 828 383 2.69947 2.17254 
3954289 857 336 848 395 2.69992 2.13045 
3954296 857 336 848 395 2.69978 2.16509 
3954302 830 441 841 416 2.6686 2.11109 
3954310 855 426 874 370 2.65936 2.14559 
3954316 855 426 874 370 2.67293 2.05901 
3954323 856 427 859 400 2.63643 2.22521 
3954330 871 432 837 379 2.70906 2.09226 
3954336 871 432 837 379 2.7089 2.148 
3954343 921 400 845 367 2.55388 2.15034 
3954350 937 392 906 504 2.67694 2.12581 
3954356 937 392 906 504 2.65555 2.07186 
3954363 946 402 897 417 2.65447 2.05475 
3954369 936 429 906 455 2.54266 2.11254 
3954377 936 429 906 455 2.60589 2.05592 
3954383 945 411 854 360 2.60596 2.09555 
3954390 955 418 898 522 2.6153 1.98079 
3954396 955 418 898 522 2.60404 2.10273 
3954403 962 327 850 374 2.61482 2.05988 
3954410 962 325 847 340 2.58695 2.16125 
3954416 962 325 847 340 2.61629 2.08349 
3954424 880 343 863 293 2.61546 2.12641 
3954430 956 337 900 347 2.61543 2.06665 
3954437 956 337 900 347 2.61537 2.18126 
3954443 899 354 840 335 2.68412 2.19391 
3954450 879 336 853 325 2.62633 2.16043 
3954457 879 336 853 325 2.62646 2.14333 
3954463 868 344 898 401 2.62821 2.04257 
3954471 902 315 890 423 2.61683 2.03783 
3954477 902 315 890 423 2.62084 2.014 
3954483 899 365 862 371 2.53538 2.02439 
3954490 898 332 885 355 2.56197 2.04327 
3954497 898 332 885 355 2.64402 2.04238 
3954504 891 359 877 376 2.62454 2.07596 
3954510 784 392 874 334 2.60841 2.11619 
3954518 784 392 874 334 2.55782 2.16357 
3954524 896 346 865 384 2.52456 2.10544 
3954530 920 359 888 432 2.60316 1.95517 
3954537 920 359 888 432 2.60996 1.98111 
3954544 879 347 851 389 2.64759 2.19327 
3954551 882 331 868 374 2.65511 2.15869 
3954557 882 331 868 374 2.68331 2.19063 
0-test-08-different5 1 
3955481 574 315 569 271 2.44407 2.18849 
3955488 503 181 552 276 2.4467 2.16863 
3955495 494 178 488 233 2.4225 2.20521 
3955502 494 178 488 233 2.41066 2.20244 
3955508 554 130 567 268 2.41568 2.1862 
3955515 428 180 632 218 2.45534 2.25499 
3955522 428 180 632 218 2.61122 2.28149 
3955529 533 291 627 330 2.47868 2.33154 
3955535 550 308 597 308 2.5327 2.26557 
3955542 549 301 593 303 2.61487 2.26376 
3955548 516 206 590 265 2.60004 2.28826 
3955555 524 182 583 258 2.57429 2.25972 
3955562 524 182 583 258 2.64179 2.24898 
3955569 543 285 558 204 2.57086 2.24119 
3955575 539 296 530 233 2.59508 2.27988 
3955582 540 302 535 238 2.44871 2.28544 
3955589 554 249 633 276 2.48318 2.30523 
3955595 557 272 629 270 2.48861 2.20999 
3955602 557 272 629 270 2.5798 2.28876 
3955609 624 260 573 271 2.54251 2.26289 
3955615 597 249 536 201 2.58329 2.27784 
3955622 597 249 536 201 2.57551 2.32205 
3955629 593 300 659 292 2.51172 2.30972 
3955636 649 291 585 221 2.51123 2.27176 
3955642 649 291 585 221 2.53952 2.34045 
3955649 622 195 582 256 2.51388 2.32819 
3955656 623 193 589 236 2.52849 2.30518 
3955663 623 193 589 236 2.55296 2.30195 
3955669 610 188 508 236 2.56981 2.25708 
3955676 603 187 541 224 2.64194 2.29075 
3955682 603 187 541 224 2.62952 2.31776 
3955689 635 307 568 260 2.63043 2.34677 
3955696 605 295 619 209 2.61162 2.33219 
3955703 605 300 622 214 2.58377 2.3006 
3955709 583 352 622 233 2.58833 2.28979 
3955716 549 304 589 258 2.56589 2.26388 
3955723 549 304 589 258 2.52312 2.25822 
3955729 576 344 649 279 2.55561 2.21933 
3955736 541 302 684 266 2.51711 2.21992 
3955743 540 296 682 261 2.54148 2.26654 
3955749 548 308 665 281 2.64235 2.26723 
3955756 544 306 641 253 2.54162 2.18408 
3955763 544 306 641 253 2.58376 2.24273 
3955770 553 290 640 280 2.59051 2.21962 
3955776 548 238 673 268 2.56842 2.26931 
3955783 548 238 673 268 2.63421 2.21912 
3955790 566 273 613 367 2.47433 2.20627 
