#IMAGE
2 LARGE_TARGETS
779356446 722.92 275.978 722.92 275.978 3.77 3.14
779356463 723.687 275.628 723.687 275.628 3.78 3.14
779356479 724.938 275.609 724.938 275.609 3.79 3.14
779356496 726.254 276.089 726.254 276.089 3.79 3.14
779356513 726.24 277.461 726.24 277.461 3.79 3.14
779356529 726.825 278.998 726.825 278.998 3.79 3.14
779356546 728.288 281.272 728.288 281.272 3.79 3.13
779356563 728.988 281.52 728.988 281.52 3.78 3.14
779356579 729.593 281.846 729.593 281.846 3.77 3.14
779356613 532.53 288.963 532.53 288.963 3.77 3.13
779356646 482.552 294.878 482.552 294.878 3.76 3.12
779356663 479.459 300.533 479.459 300.533 3.75 3.11
779356696 475.395 296.634 475.395 296.634 3.74 3.1
779356713 473.196 298.506 473.196 298.506 3.74 3.09
779356729 470.491 303.402 470.491 303.402 3.73 3.08
779356746 470.041 299.701 470.041 299.701 3.74 3.07
779356763 469.616 299.911 469.616 299.911 3.73 3.06
779356796 468.854 300.764 468.854 300.764 3.73 3.06
779356813 470.32 299.053 470.32 299.053 3.72 3.06
779356829 469.728 300.574 469.728 300.574 3.71 3.06
779356846 469.92 299.44 469.92 299.44 3.71 3.06
779356863 469.646 296.292 469.646 296.292 3.71 3.05
779356879 535.078 295.31 535.078 295.31 3.71 3.04
779356896 714.721 289.159 714.721 289.159 3.7 3.05
779356929 771.634 268.302 771.634 268.302 3.68 3.06
779356946 777.583 270.513 777.583 270.513 3.67 3.06
779356963 779.716 265.266 779.716 265.266 3.66 3.07
779356996 776.83 270.189 776.83 270.189 3.65 3.06
779357013 778.541 273.418 778.541 273.418 3.63 3.05
779357029 777.947 272.057 777.947 272.057 3.62 3.05
779357046 778.288 270.896 778.288 270.896 3.61 3.04
779357063 777.331 272.298 777.331 272.298 3.61 3.03
779357079 776.673 271.357 776.673 271.357 3.6 3.03
779357096 776.355 270.671 776.355 270.671 3.61 3.03
779357113 777.178 272.045 777.178 272.045 3.6 3.03
779357146 776.995 273.149 776.995 273.149 3.6 3.02
779357163 776.918 274.903 776.918 274.903 3.6 3.03
779357196 777.836 276.278 777.836 276.278 3.6 3.02
779357213 702.934 277.733 702.934 277.733 3.6 3.03
01-different1 1
779358163 632.935 338.685 632.935 338.685 3.48 2.99
779358180 632.494 338.432 632.494 338.432 3.49 2.99
779358197 632.074 337.797 632.074 337.797 3.5 3
779358213 632.701 337.706 632.701 337.706 3.51 3.01
779358230 632.759 337.024 632.759 337.024 3.52 3.01
779358263 632.578 336.772 632.578 336.772 3.54 3.01
779358280 632.499 337.325 632.499 337.325 3.55 3.01
779358313 633.247 337.251 633.247 337.251 3.57 3.01
779358347 633.84 336.741 633.84 336.741 3.57 3.02
779358363 634.48 336.893 634.48 336.893 3.58 3.02
779358380 634.699 336.461 634.699 336.461 3.59 3.03
779358397 634.523 335.958 634.523 335.958 3.6 3.03
779358413 616.431 339.818 616.431 339.818 3.61 3.03
779358430 609.626 342.671 609.626 342.671 3.62 3.02
779358447 598.517 344.477 598.517 344.477 3.62 3.02
779358463 596.522 349.38 596.522 349.38 3.63 3.02
779358480 596.122 356.561 596.122 356.561 3.64 3.03
779358497 587.497 357.785 587.497 357.785 3.64 3.03
779358514 584.061 359.329 584.061 359.329 3.64 3.03
779358530 580.746 360.515 580.746 360.515 3.65 3.02
779358564 455.615 251.432 455.615 251.432 3.64 3.02
779358597 441.99 234.23 441.99 234.23 3.65 3.03
779358614 442.185 219.749 442.185 219.749 3.66 3.03
779358647 440.607 213.364 440.607 213.364 3.65 3.02
779358664 441.298 211.233 441.298 211.233 3.64 3.02
779358680 440.209 209.764 440.209 209.764 3.64 3.02
779358697 440.51 207.134 440.51 207.134 3.65 3.02
779358714 439.624 205.418 439.624 205.418 3.65 3.02
779358730 439.162 207.311 439.162 207.311 3.67 3.02
779358747 437.75 205.425 437.75 205.425 3.67 3.02
779358764 436.749 205.764 436.749 205.764 3.68 3.02
779358780 435.379 204.364 435.379 204.364 3.69 3.02
779358814 435.069 203.244 435.069 203.244 3.7 3.02
779358830 433.952 203.363 433.952 203.363 3.7 3.02
779358880 432.741 202.934 432.741 202.934 3.7 3.02
779358897 485.625 204.894 485.625 204.894 3.71 3.02
779358914 584.14 220.022 584.14 220.022 3.7 3.02
779358930 596.572 228.127 596.572 228.127 3.7 3.03
779358964 600.556 234.954 600.556 234.954 3.7 3.04
779358980 603.036 239.794 603.036 239.794 3.7 3.04
779358997 604.874 241.431 604.874 241.431 3.71 3.04
779359014 607.309 244.028 607.309 244.028 3.71 3.04
779359030 608.506 249.339 608.506 249.339 3.72 3.04
779359047 608.986 254.048 608.986 254.048 3.72 3.04
779359064 608.25 259.786 608.25 259.786 3.72 3.04
779359080 609.163 262.409 609.163 262.409 3.72 3.04
779359097 610.132 264.75 610.132 264.75 3.72 3.04
779359114 610.677 266.275 610.677 266.275 3.71 3.05
779359130 611.251 269.327 611.251 269.327 3.71 3.06
779359147 610.932 269.175 610.932 269.175 3.71 3.06
779359164 611.482 267.826 611.482 267.826 3.7 3.07
779359214 610.018 546.428 610.018 546.428 3.69 3.06
779359247 605.89 647.019 605.89 647.019 3.68 3.05
779359264 598.481 632.612 598.481 632.612 3.66 3.05
779359281 598.661 633.069 598.661 633.069 3.65 3.05
779359297 591.838 628.946 591.838 628.946 3.64 3.03
779359314 591.465 623.5 591.465 623.5 3.64 3.02
779359331 586.888 627.262 586.888 627.262 3.65 3.01
779359347 584.857 630.203 584.857 630.203 3.65 3.01
779359364 583.125 632.849 583.125 632.849 3.65 3.01
779359381 581.764 631.558 581.764 631.558 3.65 3
779359397 582.422 412.791 582.422 412.791 3.65 3
01-different1->S
02-same1 0
779360731 608.043 329.314 608.043 329.314 3.4 2.97
779360748 608.594 333.38 608.594 333.38 3.4 2.97
779360781 620.691 334.546 620.691 334.546 3.41 2.96
779360798 624.113 336.689 624.113 336.689 3.42 2.96
779360831 625.58 338.969 625.58 338.969 3.42 2.96
779360865 626.189 340.168 626.189 340.168 3.43 2.97
779360881 629.081 341.982 629.081 341.982 3.42 2.96
779360898 631.166 344.065 631.166 344.065 3.42 2.96
779360931 630.6 345.014 630.6 345.014 3.43 2.96
779360948 631.341 345.413 631.341 345.413 3.43 2.95
779360965 632.186 345.251 632.186 345.251 3.44 2.95
779360981 632.64 344.141 632.64 344.141 3.44 2.94
779360998 632.633 343.64 632.633 343.64 3.45 2.94
779361015 587.85 344.656 587.85 344.656 3.44 2.94
779361031 555.746 346.392 555.746 346.392 3.45 2.94
779361048 552.269 347.466 552.269 347.466 3.44 2.95
779361098 -37.273 633.541 -37.273 633.541 0 0
779361131 688.253 800.816 688.253 800.816 3.32 0
779361181 335.146 473.006 335.146 473.006 3.33 2.95
779361198 332.082 438.09 332.082 438.09 3.31 2.93
779361215 345.334 390.078 345.334 390.078 3.33 2.91
779361231 351.193 389.579 351.193 389.579 3.34 2.9
779361248 354.45 392.105 354.45 392.105 3.35 2.89
779361281 330.12 552.347 330.12 552.347 3.29 2.78
779361431 361.18 456.383 361.18 456.383 3.28 2.87
779361448 386.34 411.417 386.34 411.417 3.29 2.87
779361465 410.108 407.733 410.108 407.733 3.3 2.87
779361481 409.536 411.015 409.536 411.015 3.32 2.87
779361515 413.049 412.498 413.049 412.498 3.33 2.88
779361532 415.521 411.799 415.521 411.799 3.35 2.88
779361565 416.948 409.169 416.948 409.169 3.35 2.89
779361582 418.317 407.37 418.317 407.37 3.36 2.9
779361598 418.387 405.03 418.387 405.03 3.37 2.91
779361615 417.466 403.066 417.466 403.066 3.37 2.91
779361648 418.563 402.229 418.563 402.229 3.39 2.91
779361698 419.668 400.518 419.668 400.518 3.38 2.89
779361732 420.243 399.575 420.243 399.575 3.38 2.89
779361748 419.96 399.988 419.96 399.988 3.39 2.89
779361765 419.377 398.734 419.377 398.734 3.39 2.89
779361782 419.315 397.723 419.315 397.723 3.39 2.89
779361798 418.594 396.717 418.594 396.717 3.4 2.89
779361815 418.329 397.061 418.329 397.061 3.4 2.89
779361832 416.396 398.34 416.396 398.34 3.41 2.88
779361848 414.89 404.969 414.89 404.969 3.41 2.88
779361865 414.151 409.363 414.151 409.363 3.42 2.87
779361882 414.156 411.965 414.156 411.965 3.42 2.86
779361898 412.84 413.955 412.84 413.955 3.41 2.85
779361932 412.298 415.348 412.298 415.348 3.4 2.84
779361948 412.201 417.657 412.201 417.657 3.39 2.83
779361998 740.015 462.678 740.015 462.678 3.37 2.83
779362032 932.014 525.269 932.014 525.269 3.35 2.85
779362048 945.828 531.379 945.828 531.379 3.34 2.86
779362065 945.562 536.051 945.562 536.051 3.33 2.86
779362082 945.405 537.821 945.405 537.821 3.31 2.86
779362098 946.938 540.41 946.938 540.41 3.3 2.86
779362115 948.041 541.721 948.041 541.721 3.29 2.85
779362132 948.528 541.121 948.528 541.121 3.28 2.84
779362148 949.678 542.436 949.678 542.436 3.27 2.84
779362165 949.833 542.655 949.833 542.655 3.27 2.84
779362198 949.626 543.221 949.626 543.221 3.27 2.85
779362249 949.791 545.182 949.791 545.182 3.26 2.85
779362265 951.237 546.651 951.237 546.651 3.26 2.86
779362282 951.845 546.899 951.845 546.899 3.25 2.85
779362299 936.378 548.099 936.378 548.099 3.24 2.86
779362315 908.487 550.18 908.487 550.18 3.25 2.85
779362332 902.843 550.768 902.843 550.768 3.24 2.83
779362349 896.857 552.346 896.857 552.346 3.23 2.83
779362365 890.595 553.458 890.595 553.458 3.22 2.82
779362399 887.608 554.994 887.608 554.994 3.21 2.81
779362415 885.609 557.08 885.609 557.08 3.2 2.8
779362432 882.742 558.615 882.742 558.615 3.19 2.79
779362449 882.018 560.217 882.018 560.217 3.18 2.78
779362482 881.155 563.749 881.155 563.749 3.16 2.76
779362499 879.73 565.115 879.73 565.115 3.16 2.74
779362532 593.566 484.583 593.566 484.583 3.15 2.72
779362549 442.555 437.884 442.555 437.884 3.15 2.7
779362599 444.007 432.44 444.007 432.44 3.16 2.68
779362615 446.029 424.734 446.029 424.734 3.15 2.67
779362649 446.639 419.859 446.639 419.859 3.15 2.66
779362665 446.676 419.028 446.676 419.028 3.14 2.66
779362682 446.894 418.758 446.894 418.758 3.14 2.65
779362699 446.911 418.726 446.911 418.726 3.14 2.64
779362715 446.972 417.69 446.972 417.69 3.15 2.64
779362732 446.989 415.852 446.989 415.852 3.16 2.63
779362749 447.12 414.189 447.12 414.189 3.16 2.63
779362765 446.71 412.938 446.71 412.938 3.17 2.64
779362799 446.259 411.201 446.259 411.201 3.17 2.65
779362815 446.24 409.923 446.24 409.923 3.16 2.65
779362832 445.512 409.864 445.512 409.864 3.16 2.65
779362849 445.374 410.71 445.374 410.71 3.15 2.65
779362865 445.775 411.614 445.775 411.614 3.15 2.66
779362899 446.567 411.466 446.567 411.466 3.16 2.67
779362915 447.027 411.078 447.027 411.078 3.16 2.67
779362932 447.909 410.815 447.909 410.815 3.17 2.67
779362949 448.617 410.96 448.617 410.96 3.18 2.68
779362966 449.005 411.565 449.005 411.565 3.19 2.68
779362999 449.925 411.514 449.925 411.514 3.19 2.69
779363016 451.298 411.93 451.298 411.93 3.2 2.7
779363049 451.929 412.252 451.929 412.252 3.21 2.7
779363066 451.126 411.677 451.126 411.677 3.21 2.7
779363082 451.435 411.527 451.435 411.527 3.2 2.7
779363099 451.865 411.266 451.865 411.266 3.2 2.71
779363116 451.224 411.628 451.224 411.628 3.2 2.71
779363132 450.509 411.44 450.509 411.44 3.2 2.71
779363149 449.967 412.016 449.967 412.016 3.19 2.72
779363166 450.236 414.078 450.236 414.078 3.2 2.72
779363182 450.049 415.029 450.049 415.029 3.21 2.72
02-same1 1
779364149 549.07 347.368 549.07 347.368 3.27 2.81
779364166 550.286 348.803 550.286 348.803 3.27 2.81
779364184 551.643 349.408 551.643 349.408 3.26 2.8
779364216 550.443 349.488 550.443 349.488 3.27 2.79
779364249 554.213 349.364 554.213 349.364 3.27 2.8
779364266 555.547 350.465 555.547 350.465 3.27 2.8
779364283 556.168 351.671 556.168 351.671 3.27 2.81
779364299 556.458 353.149 556.458 353.149 3.27 2.8
779364316 557.228 354.204 557.228 354.204 3.28 2.79
779364333 557.266 355.36 557.266 355.36 3.28 2.79
779364349 556.425 356.127 556.425 356.127 3.28 2.79
779364366 555.516 356.741 555.516 356.741 3.28 2.78
779364383 555.51 356.51 555.51 356.51 3.28 2.79
779364399 554.75 357.128 554.75 357.128 3.27 2.78
779364416 555.985 358.006 555.985 358.006 3.28 2.79
779364449 556.355 358.041 556.355 358.041 3.28 2.79
779364466 555.844 357.994 555.844 357.994 3.29 2.8
779364483 556.234 356.751 556.234 356.751 3.29 2.8
02-same1->S
03-different2 0
779365850 622.172 380.464 622.172 380.464 3.4 2.97
779365883 623.435 377.574 623.435 377.574 3.4 2.97
779365900 623.93 378.939 623.93 378.939 3.39 2.98
779365917 624.483 379.923 624.483 379.923 3.39 2.98
779365933 624.36 378.146 624.36 378.146 3.39 2.99
779365950 625.336 380.808 625.336 380.808 3.38 2.98
779365967 626.087 380.422 626.087 380.422 3.38 2.98
779365984 626.115 380.911 626.115 380.911 3.37 2.98
779366000 625.553 380.305 625.553 380.305 3.38 2.97
779366017 626.272 381.253 626.272 381.253 3.38 2.97
779366034 626.294 381.013 626.294 381.013 3.38 2.96
779366050 625.758 380.74 625.758 380.74 3.38 2.96
779366067 625.881 381.204 625.881 381.204 3.38 2.95
779366084 526.143 451.794 526.143 451.794 3.4 2.95
779366100 475.112 471.441 475.112 471.441 3.4 2.93
779366117 477.962 475.105 477.962 475.105 3.41 2.93
779366134 468.265 481.555 468.265 481.555 3.41 2.92
779366150 467.567 485.611 467.567 485.611 3.41 2.92
779366167 466.388 489.288 466.388 489.288 3.42 2.92
779366184 464.552 489.681 464.552 489.681 3.42 2.93
779366217 463.716 491.987 463.716 491.987 3.42 2.93
779366234 464.5 493.952 464.5 493.952 3.42 2.93
779366250 464.755 495.088 464.755 495.088 3.42 2.92
779366267 464.307 495.576 464.307 495.576 3.43 2.91
779366285 463.097 497.661 463.097 497.661 3.42 2.9
779366300 463.102 498.907 463.102 498.907 3.43 2.89
779366317 461.715 499.526 461.715 499.526 3.42 2.88
779366334 461.274 500.408 461.274 500.408 3.41 2.88
779366350 460.341 500.932 460.341 500.932 3.4 2.88
779366367 459.975 502.236 459.975 502.236 3.39 2.87
779366384 459.657 521.845 459.657 521.845 3.37 2.86
779366417 458.78 539.564 458.78 539.564 3.36 2.84
779366434 457.819 550.763 457.819 550.763 3.36 2.83
779366467 456.293 554.751 456.293 554.751 3.35 2.82
779366484 456 554.848 456 554.848 3.34 2.81
779366517 456.346 557.712 456.346 557.712 3.33 2.8
779366534 456.132 559.559 456.132 559.559 3.32 2.79
779366550 456.54 562.255 456.54 562.255 3.33 2.79
779366567 456.961 563.446 456.961 563.446 3.34 2.8
779366584 515.803 565.944 515.803 565.944 3.33 2.81
779366600 743.162 568.183 743.162 568.183 3.32 2.81
779366617 855.2 576.756 855.2 576.756 3.32 2.84
779366634 857.023 577.718 857.023 577.718 3.3 2.86
779366650 862.97 581.615 862.97 581.615 3.3 2.86
779366684 866.746 584.147 866.746 584.147 3.3 2.87
779366734 869.074 586.681 869.074 586.681 3.3 2.87
779366751 872.539 587.706 872.539 587.706 3.29 2.87
779366767 871.838 587.901 871.838 587.901 3.28 2.87
779366784 873.438 591.332 873.438 591.332 3.28 2.87
779366801 874.978 593.312 874.978 593.312 3.28 2.88
779366817 875.986 595.143 875.986 595.143 3.27 2.88
779366834 875.764 596.177 875.764 596.177 3.25 2.89
779366851 876.454 595.217 876.454 595.217 3.25 2.88
779366867 878.135 595.213 878.135 595.213 3.26 2.86
779366884 878.001 594.42 878.001 594.42 3.26 2.86
779366901 782.293 592.657 782.293 592.657 3.26 2.85
779366917 650.847 592.414 650.847 592.414 3.26 2.83
779366934 560.015 588.309 560.015 588.309 3.25 2.81
779366951 558.351 586.777 558.351 586.777 3.24 2.8
779366967 553.525 587.46 553.525 587.46 3.23 2.8
779366984 549.016 587.403 549.016 587.403 3.23 2.79
779367017 544.765 583.432 544.765 583.432 3.23 2.76
779367034 544.423 581.699 544.423 581.699 3.23 2.74
779367067 545.724 580.519 545.724 580.519 3.22 2.73
779367084 544.559 579.144 544.559 579.144 3.21 2.71
779367101 545.339 579.214 545.339 579.214 3.21 2.71
779367117 545.939 580.115 545.939 580.115 3.21 2.7
779367134 525.636 578.765 525.636 578.765 3.19 2.7
779367151 492.14 578.309 492.14 578.309 3.19 2.69
779367167 485.309 577.998 485.309 577.998 3.2 2.68
779367184 481.249 577.108 481.249 577.108 3.19 2.67
779367201 475.207 575.827 475.207 575.827 3.19 2.67
779367234 471.544 575.597 471.544 575.597 3.19 2.68
779367251 472.699 576.736 472.699 576.736 3.2 2.68
779367267 470.404 576.913 470.404 576.913 3.2 2.68
779367284 470.454 577.526 470.454 577.526 3.2 2.68
779367317 469.653 576.876 469.653 576.876 3.2 2.68
779367334 468.519 576.255 468.519 576.255 3.2 2.68
779367351 467.123 575.867 467.123 575.867 3.2 2.67
779367367 467.173 576.62 467.173 576.62 3.21 2.68
779367384 466.762 577.462 466.762 577.462 3.2 2.68
779367401 466.541 577.195 466.541 577.195 3.21 2.67
779367418 466.237 576.603 466.237 576.603 3.22 2.67
779367434 466.281 576.721 466.281 576.721 3.22 2.68
779367451 466.051 574.831 466.051 574.831 3.22 2.68
779367484 654.835 573.474 654.835 573.474 3.21 2.71
779367501 667.159 570.387 667.159 570.387 3.21 2.72
779367518 673.399 567.113 673.399 567.113 3.2 2.73
779367534 674.44 565.484 674.44 565.484 3.2 2.73
779367551 676.084 562.117 676.084 562.117 3.2 2.73
779367584 676.506 561.98 676.506 561.98 3.2 2.73
779367618 678.226 561.838 678.226 561.838 3.21 2.72
779367634 679.032 561.066 679.032 561.066 3.21 2.72
779367651 679.704 560.337 679.704 560.337 3.21 2.72
779367668 679.383 560.889 679.383 560.889 3.21 2.71
779367684 680.099 561.75 680.099 561.75 3.21 2.71
779367701 778.445 563.965 778.445 563.965 3.22 2.7
779367718 803.408 567.287 803.408 567.287 3.21 2.7
779367734 809.808 570.057 809.808 570.057 3.2 2.72
779367751 816.122 573.379 816.122 573.379 3.2 2.73
779367784 821.422 575.291 821.422 575.291 3.21 2.73
779367801 822.991 576.153 822.991 576.153 3.21 2.73
779367834 822.453 577.242 822.453 577.242 3.21 2.74
779367851 823.932 578.253 823.932 578.253 3.21 2.74
779367884 824.448 578.259 824.448 578.259 3.22 2.74
779367901 824.032 578.535 824.032 578.535 3.22 2.74
779367934 824.719 578.549 824.719 578.549 3.23 2.74
779367951 826.125 578.096 826.125 578.096 3.23 2.75
779367968 827.427 576.898 827.427 576.898 3.22 2.75
779367984 828.737 576.445 828.737 576.445 3.21 2.76
779368001 829.402 575.513 829.402 575.513 3.21 2.76
779368018 828.111 575.612 828.111 575.612 3.22 2.76
779368034 828.046 575.365 828.046 575.365 3.21 2.76
779368051 828.653 574.932 828.653 574.932 3.21 2.76
779368084 857.259 575.688 857.259 575.688 3.2 2.76
779368101 882.127 578.027 882.127 578.027 3.21 2.76
779368151 885.324 579.456 885.324 579.456 3.21 2.76
779368185 887.263 580.758 887.263 580.758 3.21 2.77
779368201 888.121 581.969 888.121 581.969 3.2 2.77
779368218 893.242 583.85 893.242 583.85 3.19 2.77
779368235 893.958 585.94 893.958 585.94 3.19 2.77
779368251 895.69 588.009 895.69 588.009 3.18 2.78
779368268 896.336 587.562 896.336 587.562 3.17 2.77
779368285 897.023 588.88 897.023 588.88 3.17 2.78
03-different2 1
779369235 624.842 328.698 624.842 328.698 0 2.73
779369252 624.776 328.17 624.776 328.17 3.18 2.72
779369268 624.895 328.654 624.895 328.654 3.17 2.72
779369302 626.828 330.138 626.828 330.138 3.16 2.71
779369318 627.927 332.11 627.927 332.11 3.15 2.71
779369352 628.877 333.12 628.877 333.12 3.14 2.72
779369368 630.34 334.962 630.34 334.962 3.13 2.72
779369385 630.217 335.522 630.217 335.522 3.14 2.72
779369402 630.563 335.419 630.563 335.419 3.14 2.72
779369418 630.563 337.053 630.563 337.053 3.15 2.72
779369435 629.923 337.625 629.923 337.625 3.15 2.73
779369452 629.5 336.706 629.5 336.706 3.16 2.73
779369468 623.865 328.78 623.865 328.78 3.16 2.73
779369502 617.778 324.711 617.778 324.711 3.15 2.74
779369518 614.071 318.226 614.071 318.226 3.15 2.74
779369552 611.066 314.493 611.066 314.493 3.16 2.74
779369568 608.46 312.289 608.46 312.289 3.17 2.74
779369585 605.086 310.342 605.086 310.342 3.18 2.74
779369602 603.348 308.103 603.348 308.103 3.18 2.73
779369618 602.152 305.888 602.152 305.888 3.19 2.73
779369635 599.295 305.307 599.295 305.307 3.2 2.74
779369652 596.824 303.342 596.824 303.342 3.2 2.74
779369669 595.848 301.931 595.848 301.931 3.2 2.74
779369702 560.063 224.712 560.063 224.712 3.2 2.73
779369719 527.738 207.171 527.738 207.171 3.21 2.72
779369752 514.154 200.042 514.154 200.042 3.22 2.72
779369769 511.411 197.034 511.411 197.034 3.23 2.72
779369785 510.516 190.274 510.516 190.274 3.23 2.72
779369802 510.481 190.438 510.481 190.438 3.23 2.73
779369819 512.565 191.936 512.565 191.936 3.23 2.73
779369852 512.109 198.629 512.109 198.629 3.22 2.73
779369869 512.759 200.372 512.759 200.372 3.22 2.72
779369885 513.006 202.973 513.006 202.973 3.2 2.71
779369904 511.854 201.436 511.854 201.436 3.19 2.7
779369919 510.498 201.17 510.498 201.17 3.18 2.7
779369935 509.215 200.785 509.215 200.785 3.18 2.69
779369952 624.456 201.141 624.456 201.141 3.19 2.69
779369969 760.229 202.477 760.229 202.477 3.18 2.7
779369985 770.466 204.162 770.466 204.162 3.18 2.7
779370002 782.197 204.394 782.197 204.394 3.18 2.7
779370019 786.171 204.989 786.171 204.989 3.17 2.7
779370052 790.032 204.929 790.032 204.929 3.17 2.7
779370069 792.196 203.56 792.196 203.56 3.16 2.69
779370119 790.049 203.394 790.049 203.394 3.15 2.69
779370152 791.645 202.816 791.645 202.816 3.15 2.69
779370169 791.43 202.089 791.43 202.089 3.14 2.69
779370185 789.68 199.567 789.68 199.567 3.14 2.68
779370202 790.214 198.277 790.214 198.277 3.14 2.69
779370219 792.443 195.783 792.443 195.783 3.14 2.7
779370235 794.752 192.233 794.752 192.233 3.13 2.69
779370252 794.434 189.557 794.434 189.557 3.14 2.69
779370269 794.406 188.544 794.406 188.544 3.14 2.68
779370285 794.59 185.922 794.59 185.922 3.14 2.68
779370302 792.726 183.064 792.726 183.064 3.14 2.67
779370319 791.756 178.824 791.756 178.824 3.14 2.67
779370369 784.424 177.029 784.424 177.029 3.14 2.68
779370386 695.647 174.196 695.647 174.196 3.14 2.67
779370402 587.741 173.805 587.741 173.805 3.15 2.67
779370419 583.359 172.167 583.359 172.167 3.15 2.67
779370452 575.105 173.192 575.105 173.192 3.16 2.68
779370469 570.548 174.656 570.548 174.656 3.16 2.68
779370486 568.475 175.024 568.475 175.024 3.17 2.68
779370503 566.229 172.365 566.229 172.365 3.17 2.68
779370519 565.577 172.363 565.577 172.363 3.18 2.67
779370536 563.216 172.629 563.216 172.629 3.18 2.67
779370552 566.319 173.514 566.319 173.514 3.18 2.68
779370569 566.557 176.027 566.557 176.027 3.18 2.68
779370586 568.138 178.615 568.138 178.615 3.17 2.68
779370619 817.771 179.091 817.771 179.091 3.17 2.69
779370636 891.588 180.695 891.588 180.695 3.16 2.7
779370653 903.395 178.484 903.395 178.484 3.16 2.71
779370669 904.196 178.018 904.196 178.018 3.16 2.71
779370686 905.245 176.847 905.245 176.847 3.15 2.72
779370703 905.073 177.088 905.073 177.088 3.15 2.72
779370719 904.928 176.874 904.928 176.874 3.15 2.72
779370736 904.876 176.676 904.876 176.676 3.15 2.73
779370753 906.934 175.084 906.934 175.084 3.15 2.73
779370769 905.692 173.831 905.692 173.831 3.15 2.73
779370786 905.645 173.352 905.645 173.352 3.14 2.73
779370803 906.276 172.855 906.276 172.855 3.13 2.73
779370819 907.722 172.047 907.722 172.047 3.13 2.73
779370836 848.069 171.565 848.069 171.565 3.13 2.73
779370853 607.946 169.47 607.946 169.47 3.13 2.72
779370869 476.664 167.029 476.664 167.029 3.14 2.71
779370903 425.986 164.324 425.986 164.324 3.14 2.71
779370919 422.214 167.372 422.214 167.372 3.14 2.69
779370953 422.068 168.033 422.068 168.033 3.15 2.69
779370969 421.229 164.198 421.229 164.198 3.15 2.69
03-different2->S
04-same2 0
779372336 624.908 311.757 624.908 311.757 3.15 2.78
779372370 629.992 317.598 629.992 317.598 3.15 2.79
779372386 629.67 331.765 629.67 331.765 3.15 2.8
779372403 636.77 327.548 636.77 327.548 3.16 2.8
779372420 636.253 328.916 636.253 328.916 3.16 2.8
779372436 637.352 331.405 637.352 331.405 3.16 2.81
779372453 639.377 333.765 639.377 333.765 3.17 2.81
779372470 638.472 334.048 638.472 334.048 3.16 2.81
779372486 638.933 336.459 638.933 336.459 3.17 2.82
779372503 639.774 336.477 639.774 336.477 3.17 2.81
779372520 640.596 341.331 640.596 341.331 3.17 2.81
779372536 640.101 340.044 640.101 340.044 3.17 2.81
779372586 560.832 342.994 560.832 342.994 3.18 2.81
779372637 503.976 343.704 503.976 343.704 3.19 2.82
779372653 513.899 344.243 513.899 344.243 3.2 2.83
779372687 506.401 347.504 506.401 347.504 3.21 2.83
779372703 502.52 346.871 502.52 346.871 3.22 2.83
779372720 504.082 350.835 504.082 350.835 3.24 2.84
779372737 511.594 351.356 511.594 351.356 3.25 2.84
779372753 610.174 752.597 610.174 752.597 0 2.83
779372887 669.116 741.345 669.116 741.345 3.26 2.86
779372903 592.441 654.392 592.441 654.392 3.3 2.9
779372937 680.074 368.987 680.074 368.987 3.31 2.92
779372970 686.448 372.882 686.448 372.882 3.31 2.92
779372987 689.768 375.986 689.768 375.986 3.32 2.93
779373003 689.451 374.486 689.451 374.486 3.31 2.93
779373037 694.673 373.335 694.673 373.335 3.33 2.94
779373053 620.64 369.486 620.64 369.486 3.4 2.93
779373070 606.977 544.416 606.977 544.416 3.27 2.95
779373270 543.077 430.862 543.077 430.862 3.22 2.97
779373287 517.446 399.299 517.446 399.299 3.29 2.99
779373304 512.319 354.588 512.319 354.588 3.34 2.96
779373320 513.284 345.119 513.284 345.119 3.37 2.95
779373354 512.644 347.329 512.644 347.329 3.39 2.95
779373370 510.134 354.031 510.134 354.031 3.4 2.93
779373404 510.274 348.757 510.274 348.757 3.42 0
779373437 512.091 354.212 512.091 354.212 3.42 2.93
779373470 509.962 355.295 509.962 355.295 3.44 2.94
779373487 549.659 357.924 549.659 357.924 3.45 2.93
779373537 646.896 370.119 646.896 370.119 3.48 2.95
779373554 646.649 365.554 646.649 365.554 3.49 2.95
779373570 651.412 366.953 651.412 366.953 3.51 2.96
779373587 653.683 365.331 653.683 365.331 3.53 2.96
779373604 655.607 377.287 655.607 377.287 3.54 2.97
779373620 655.997 371.561 655.997 371.561 3.55 2.98
779373637 656.728 377.487 656.728 377.487 3.56 2.99
779373670 656.138 379.366 656.138 379.366 3.57 3
779373687 657.568 376.245 657.568 376.245 3.58 3
779373704 658.44 378.742 658.44 378.742 3.59 2.99
779373737 659.323 381.159 659.323 381.159 3.6 3
779373770 661.145 381.242 661.145 381.242 3.6 2.99
779373787 661.759 380.906 661.759 380.906 3.6 2.99
779373804 661.565 380.824 661.565 380.824 3.6 2.99
779373820 662.829 383.403 662.829 383.403 3.61 2.99
779373837 664.084 381.683 664.084 381.683 3.61 2.99
779373854 656.394 382.655 656.394 382.655 3.6 2.99
779373870 541.332 382.486 541.332 382.486 3.61 3
779373887 535.384 381.838 535.384 381.838 3.61 2.99
779373904 530.198 381.109 530.198 381.109 3.62 2.99
779373920 531.187 382.572 531.187 382.572 3.61 2.98
