#IMAGE
2 LARGE_TARGETS
779628982 878.636 609.126 878.636 609.126 4.13 3.19
779629015 879.289 610.814 879.289 610.814 4.13 3.2
779629032 881.341 608.907 881.341 608.907 4.13 3.2
779629048 880.525 610.254 880.525 610.254 4.13 3.21
779629065 878.781 612.249 878.781 612.249 4.14 3.22
779629082 879.461 611.078 879.461 611.078 4.14 3.23
779629098 879.591 612.271 879.591 612.271 4.14 3.23
779629115 878.429 613.909 878.429 613.909 4.14 3.23
779629132 880.227 615.176 880.227 615.176 4.15 3.24
779629148 881.439 615.592 881.439 615.592 4.15 3.23
779629182 879.263 616.393 879.263 616.393 4.15 3.23
779629198 721.03 583.968 721.03 583.968 4.15 3.24
779629215 523.188 455.936 523.188 455.936 4.14 3.23
779629232 494.954 447.229 494.954 447.229 4.14 3.21
779629248 489.901 447.003 489.901 447.003 4.14 3.22
779629265 475.061 439.912 475.061 439.912 4.13 3.2
779629282 475.228 435.268 475.228 435.268 4.13 3.19
779629298 474.667 429.255 474.667 429.255 4.13 3.19
779629315 473.448 427.262 473.448 427.262 4.13 3.18
779629332 475.424 430.201 475.424 430.201 4.13 3.17
779629348 477.27 432.754 477.27 432.754 4.12 3.17
779629365 476.414 434.714 476.414 434.714 4.13 3.17
779629382 475.493 433.242 475.493 433.242 4.12 3.17
779629432 476.032 431.637 476.032 431.637 4.11 3.17
779629449 474.544 431.089 474.544 431.089 4.1 3.17
779629482 472.562 424.644 472.562 424.644 4.1 3.15
779629515 671.067 397.747 671.067 397.747 4.09 3.15
779629532 679.588 376.28 679.588 376.28 4.08 3.16
779629549 687.687 366.838 687.687 366.838 4.07 3.15
779629565 689.194 361.036 689.194 361.036 4.07 3.15
779629582 693.553 355.131 693.553 355.131 4.07 3.15
779629599 697.079 353.804 697.079 353.804 4.07 3.14
779629615 700.626 348.702 700.626 348.702 4.07 3.15
779629632 702.582 347.952 702.582 347.952 4.07 3.16
779629649 704.901 345.189 704.901 345.189 4.06 3.17
779629665 700.519 341.321 700.519 341.321 4.05 3.18
779629682 699.02 340.963 699.02 340.963 4.04 3.19
779629732 703.371 339.68 703.371 339.68 4.04 3.19
779629765 704.394 335.554 704.394 335.554 4.04 3.19
779629782 705.526 333.378 705.526 333.378 4.03 3.18
779629815 567.282 332.9 567.282 332.9 4.02 3.17
779629832 538.796 327.402 538.796 327.402 4.02 3.15
779629849 538.527 322.153 538.527 322.153 4.02 3.14
779629865 530.632 318.615 530.632 318.615 4.02 3.13
779629882 523.552 314.624 523.552 314.624 4 3.13
779629899 525.391 313.483 525.391 313.483 3.99 3.12
779629915 531.126 310.146 531.126 310.146 3.99 3.12
779629932 530.861 308.595 530.861 308.595 3.98 3.11
779629949 525.024 306.811 525.024 306.811 3.98 3.11
779629982 525.978 306.547 525.978 306.547 3.97 3.1
0-test-09-same4->S
0-test-10-same5 0
779631349 619.262 321.928 619.262 321.928 4.03 3.27
779631366 621.532 327.108 621.532 327.108 4.03 3.27
779631399 624.664 326.984 624.664 326.984 4.03 3.27
779631416 626.178 329.283 626.178 329.283 4.03 3.28
779631433 626.302 333.098 626.302 333.098 4.03 3.29
779631449 626.359 333.18 626.359 333.18 4.04 3.29
779631466 628.723 336.435 628.723 336.435 4.04 3.29
779631483 631.478 337.613 631.478 337.613 4.04 3.29
779631499 632.08 338.634 632.08 338.634 4.04 3.29
779631516 632.773 340.238 632.773 340.238 4.04 3.29
779631533 634.286 339.933 634.286 339.933 4.03 3.29
779631549 633.185 340.565 633.185 340.565 4.02 3.29
779631566 620.6 340.327 620.6 340.327 4.02 3.29
779631583 519.683 342.142 519.683 342.142 4.02 3.29
779631599 516.704 343.515 516.704 343.515 4.03 3.29
779631616 509.274 343.858 509.274 343.858 4.03 3.29
779631633 507.562 344.951 507.562 344.951 4.03 3.29
779631650 509.215 345.678 509.215 345.678 4.03 3.29
779631683 507.675 346.855 507.675 346.855 4.04 3.3
779631700 505.547 347.995 505.547 347.995 4.04 3.3
779631716 502.847 347.038 502.847 347.038 4.05 3.3
779631733 614.672 342.991 614.672 342.991 4.05 3.29
779631750 750.382 291.062 750.382 291.062 4.04 3.3
779631766 810.715 250.063 810.715 250.063 4.03 3.31
779631783 823.596 251.86 823.596 251.86 4.03 3.31
779631800 829.938 248.914 829.938 248.914 4.02 3.31
779631816 833.529 251.832 833.529 251.832 4.02 3.32
779631833 837.303 251.345 837.303 251.345 4.01 3.31
779631850 839.485 252.314 839.485 252.314 4.01 3.32
779631866 840.354 245.339 840.354 245.339 4 3.32
779631883 841.145 244.088 841.145 244.088 4.01 3.31
779631900 842.752 246.481 842.752 246.481 4 3.31
779631916 842.672 245.661 842.672 245.661 4 3.31
779631933 841.284 244.953 841.284 244.953 3.99 3.31
779631950 841.533 246.157 841.533 246.157 3.99 3.32
779631966 839.27 245.939 839.27 245.939 3.98 3.32
779631983 837.476 243.429 837.476 243.429 3.98 3.33
779632000 835.352 242.406 835.352 242.406 3.98 3.33
779632033 832.497 240.79 832.497 240.79 3.98 3.33
779632050 838.284 237.052 838.284 237.052 3.98 3.32
779632066 764.862 243.085 764.862 243.085 3.97 3.3
779632083 623.959 316.731 623.959 316.731 3.97 3.29
779632100 600.423 337.587 600.423 337.587 3.98 3.27
779632116 585.435 341.159 585.435 341.159 3.98 3.27
779632133 589.632 344.354 589.632 344.354 3.98 3.26
779632150 590.029 346.646 590.029 346.646 3.99 3.25
779632166 587.367 350.463 587.367 350.463 4 3.23
779632183 587.263 356.302 587.263 356.302 4 3.23
779632200 588.24 355.388 588.24 355.388 3.99 3.22
779632216 589.958 355.789 589.958 355.789 3.99 3.22
779632250 585.701 357.731 585.701 357.731 3.99 3.2
779632283 582.656 357.205 582.656 357.205 3.99 3.19
779632300 582.221 360.204 582.221 360.204 3.99 3.17
779632333 589.838 362.147 589.838 362.147 3.98 3.18
779632350 719.989 267.029 719.989 267.029 3.98 3.18
779632367 779.972 238.013 779.972 238.013 3.98 3.19
779632383 780.378 237.715 780.378 237.715 3.97 3.2
779632400 781.363 236.95 781.363 236.95 3.97 3.2
779632417 784.598 236.599 784.598 236.599 3.97 3.21
779632433 789.396 235.789 789.396 235.789 3.98 3.2
779632450 789.025 234.232 789.025 234.232 3.98 3.2
779632467 789.819 234.5 789.819 234.5 3.97 3.21
779632500 789.584 233.596 789.584 233.596 3.97 3.2
779632517 790.173 233.519 790.173 233.519 3.97 3.21
779632533 792.901 234.323 792.901 234.323 3.98 3.21
779632550 793.075 231.3 793.075 231.3 3.98 3.22
779632567 793.811 229.317 793.811 229.317 3.98 3.22
779632583 793.984 228.461 793.984 228.461 3.98 3.21
779632600 794.254 227.567 794.254 227.567 3.98 3.21
779632617 793.403 225.281 793.403 225.281 3.97 3.21
779632633 794.455 222.526 794.455 222.526 3.97 3.21
779632650 794.93 221.27 794.93 221.27 3.96 3.21
779632667 793.084 221.092 793.084 221.092 3.96 3.22
779632700 492.862 291.301 492.862 291.301 3.95 3.2
779632717 492.675 295.1 492.675 295.1 3.95 3.19
779632733 487.455 300.708 487.455 300.708 3.94 3.18
779632750 483.047 305.541 483.047 305.541 3.93 3.18
779632767 478.806 305.376 478.806 305.376 3.92 3.17
779632800 475.986 310.972 475.986 310.972 3.91 3.18
779632833 476.287 315.541 476.287 315.541 3.91 3.17
779632850 474.873 317.01 474.873 317.01 3.9 3.17
779632867 473.397 317.939 473.397 317.939 3.9 3.17
779632900 473.965 317.485 473.965 317.485 3.89 3.16
779632917 479.08 318.466 479.08 318.466 3.89 3.16
779632933 681.226 312.002 681.226 312.002 3.89 3.16
779632950 798.125 292.67 798.125 292.67 3.88 3.17
779632967 809.078 280.482 809.078 280.482 3.88 3.18
779633000 818.367 280.661 818.367 280.661 3.86 3.19
779633017 822.252 274.824 822.252 274.824 3.85 3.19
779633050 830.382 263.568 830.382 263.568 3.84 3.2
779633067 831.746 261.64 831.746 261.64 3.84 3.19
779633084 834.619 258.066 834.619 258.066 3.83 3.19
779633100 834.983 260.262 834.983 260.262 3.83 3.2
779633117 836.107 260.184 836.107 260.184 3.83 3.21
779633150 832.865 259.824 832.865 259.824 3.83 3.22
779633167 829.879 259.418 829.879 259.418 3.83 3.23
779633184 830.956 258.696 830.956 258.696 3.83 3.24
779633200 829.387 258.033 829.387 258.033 3.84 3.25
779633217 828.773 254.117 828.773 254.117 3.85 3.25
779633234 825.794 253.752 825.794 253.752 3.85 3.26
779633250 824.186 251.747 824.186 251.747 3.85 3.26
779633267 828.145 255.489 828.145 255.489 3.85 3.26
779633300 475.885 317.684 475.885 317.684 3.85 3.24
779633317 398.894 346.646 398.894 346.646 3.86 3.23
779633334 387.656 356.839 387.656 356.839 3.88 3.23
779633350 382.802 362.261 382.802 362.261 3.88 3.22
779633367 379.266 365.589 379.266 365.589 3.89 3.22
779633400 379.984 367.884 379.984 367.884 3.89 3.21
779633417 377 370.548 377 370.548 3.88 3.2
779633434 376.458 367.77 376.458 367.77 3.88 3.19
779633450 375.423 366.055 375.423 366.055 3.86 3.19
779633467 374.938 366.653 374.938 366.653 3.86 3.19
779633484 375.481 364.42 375.481 364.42 3.87 3.18
779633500 377.934 365.891 377.934 365.891 3.88 3.18
779633517 378.467 365.761 378.467 365.761 3.88 3.18
779633534 381.029 364.43 381.029 364.43 3.88 3.17
779633551 461.283 360.482 461.283 360.482 3.88 3.16
779633567 637.306 322.552 637.306 322.552 3.86 3.16
779633584 724.348 271.268 724.348 271.268 3.85 3.17
779633601 735.035 263.027 735.035 263.027 3.85 3.18
779633617 739.471 265.729 739.471 265.729 3.84 3.19
779633650 743.231 264.104 743.231 264.104 3.84 3.19
779633667 744.084 265.272 744.084 265.272 3.84 3.19
779633684 745.101 266.776 745.101 266.776 3.84 3.19
779633700 746.24 267.46 746.24 267.46 3.84 3.2
779633717 745.277 272.506 745.277 272.506 3.84 3.19
779633734 744.761 273.19 744.761 273.19 3.84 3.2
779633751 743.127 272.848 743.127 272.848 3.83 3.2
779633767 741.741 272.38 741.741 272.38 3.84 3.2
779633784 740.725 274.635 740.725 274.635 0 3.19
779633800 530.464 288.365 530.464 288.365 3.84 3.19
779633817 425.209 355.783 425.209 355.783 3.85 3.18
779633834 426.883 360.031 426.883 360.031 3.85 3.17
779633851 426.057 366.756 426.057 366.756 3.86 3.16
779633867 425.595 365.908 425.595 365.908 3.85 3.16
779633884 424.371 368.188 424.371 368.188 3.84 3.16
0-test-10-same5 1
779634851 652.505 360.181 652.505 360.181 3.54 3
779634868 652.817 360.396 652.817 360.396 3.54 3
779634885 653.288 359.969 653.288 359.969 3.55 3
779634901 652.433 358.873 652.433 358.873 3.55 3
779634918 651.67 358.332 651.67 358.332 3.55 3.01
779634935 650.328 357.556 650.328 357.556 3.56 3.01
779634951 649.88 355.795 649.88 355.795 3.56 3
779634968 649.667 353.516 649.667 353.516 3.56 3.01
779634985 650.806 352.23 650.806 352.23 3.57 3.01
779635018 653.325 351.207 653.325 351.207 3.57 3.02
779635035 655.811 350.845 655.811 350.845 3.59 3.03
779635068 657.299 349.564 657.299 349.564 3.59 3.04
779635101 657.949 347.856 657.949 347.856 3.6 3.05
779635118 657.866 346.694 657.866 346.694 3.61 3.07
779635135 658.575 346.256 658.575 346.256 3.61 3.08
779635168 657.419 346.892 657.419 346.892 3.63 3.09
779635185 656.693 347.767 656.693 347.767 3.65 3.09
779635201 657.639 349.193 657.639 349.193 3.66 3.09
779635218 760.527 347.045 760.527 347.045 3.68 3.1
779635235 783.755 324.745 783.755 324.745 3.68 3.11
779635252 787.372 315.152 787.372 315.152 3.69 3.12
779635268 792.861 308.474 792.861 308.474 3.7 3.13
779635285 796.279 308.446 796.279 308.446 3.71 3.14
779635301 800.558 304.754 800.558 304.754 3.72 3.15
779635335 805.029 308.232 805.029 308.232 3.73 3.16
779635368 808.213 312.707 808.213 312.707 3.75 3.17
779635402 806.813 307.197 806.813 307.197 3.76 3.18
779635418 805.628 303.394 805.628 303.394 3.76 3.18
779635435 798.88 306.274 798.88 306.274 3.76 3.17
779635451 622.763 421.296 622.763 421.296 3.77 3.16
779635468 608.685 450.396 608.685 450.396 3.79 3.16
779635485 593.448 455.771 593.448 455.771 3.79 3.15
779635501 586.379 459.883 586.379 459.883 3.79 3.14
779635518 586.827 457.014 586.827 457.014 3.79 3.13
779635535 588.306 458.043 588.306 458.043 3.8 3.13
779635568 587.176 458.777 587.176 458.777 3.8 3.13
779635585 585.698 457.829 585.698 457.829 3.81 3.14
779635602 587.882 458.585 587.882 458.585 3.82 3.14
779635618 589.546 460.048 589.546 460.048 3.83 3.15
779635635 588.785 461.446 588.785 461.446 3.84 3.15
779635668 585.5 462.877 585.5 462.877 3.85 3.14
779635685 625.214 456.783 625.214 456.783 3.86 3.15
779635718 685.854 362.959 685.854 362.959 3.87 3.15
779635735 694.265 355.355 694.265 355.355 3.88 3.16
779635752 697.707 360.043 697.707 360.043 3.88 3.17
779635768 700.065 363.039 700.065 363.039 3.88 3.17
779635785 699.563 363.744 699.563 363.744 3.88 3.18
779635818 699.744 369.51 699.744 369.51 3.88 3.17
779635835 700.967 371.327 700.967 371.327 3.88 3.17
779635868 701.557 368.646 701.557 368.646 3.88 3.17
779635885 703.757 368.674 703.757 368.674 3.87 3.17
779635918 702.491 367.2 702.491 367.2 3.87 3.18
779635935 701.877 366.745 701.877 366.745 3.86 3.18
779635951 701.237 366.56 701.237 366.56 3.85 3.17
779635968 702.887 366.364 702.887 366.364 3.85 3.16
779635985 703.914 365.785 703.914 365.785 3.85 3.16
779636002 699.918 364.749 699.918 364.749 3.83 3.16
779636018 565.683 365.063 565.683 365.063 3.83 3.15
779636035 531.203 363.668 531.203 363.668 3.82 3.13
779636052 520.083 361.528 520.083 361.528 3.82 3.12
779636068 512.594 360.771 512.594 360.771 3.82 3.12
779636085 517.435 360.36 517.435 360.36 3.81 3.12
779636102 516.332 360.134 516.332 360.134 3.81 3.11
779636118 511.749 359.908 511.749 359.908 3.81 3.1
779636135 509.354 360.019 509.354 360.019 3.8 3.1
779636152 509.341 361.245 509.341 361.245 3.8 3.1
779636168 514.028 363.113 514.028 363.113 3.81 3.1
779636185 512.475 363.972 512.475 363.972 3.81 3.1
779636218 508.674 364.39 508.674 364.39 3.8 3.09
779636235 508.975 367.546 508.975 367.546 3.8 3.1
779636252 508.435 365.818 508.435 365.818 3.79 3.09
779636268 509.312 366.814 509.312 366.814 3.78 3.09
779636285 509.844 367.318 509.844 367.318 3.76 3.09
779636302 507.886 367.467 507.886 367.467 3.76 3.09
779636318 497.583 380.217 497.583 380.217 3.75 3.09
779636335 429.273 572.302 429.273 572.302 3.75 3.07
779636352 406.618 568.919 406.618 568.919 3.75 3.06
779636368 396.949 569.48 396.949 569.48 3.74 3.05
779636385 404.107 576.686 404.107 576.686 3.75 3.04
779636402 397.486 578.599 397.486 578.599 3.76 3.04
779636435 395.721 580.251 395.721 580.251 3.77 3.03
779636485 401.152 576.916 401.152 576.916 3.79 3.03
779636518 399.899 577.696 399.899 577.696 3.79 3.03
779636535 399.1 577.619 399.1 577.619 3.78 3.04
779636552 397.454 576.335 397.454 576.335 3.77 3.05
779636568 396.87 575.825 396.87 575.825 3.79 3.04
779636585 396.573 576.445 396.573 576.445 3.8 3.05
779636602 396.183 578.685 396.183 578.685 3.8 3.06
779636618 535.649 557.986 535.649 557.986 3.8 3.06
779636635 681.443 385.218 681.443 385.218 3.79 3.07
779636652 832.412 286.536 832.412 286.536 3.78 3.09
779636668 827.733 267.409 827.733 267.409 3.76 3.11
779636685 834.968 263.486 834.968 263.486 3.76 3.12
779636702 837.765 262.284 837.765 262.284 3.75 3.13
779636735 839.203 262.812 839.203 262.812 3.75 3.15
779636785 843.964 262.264 843.964 262.264 3.75 3.16
779636819 838.906 261.333 838.906 261.333 3.75 3.16
779636835 839.56 257.939 839.56 257.939 3.74 3.17
779636852 838.454 256.332 838.454 256.332 3.74 3.17
779636869 840.179 252.608 840.179 252.608 3.74 3.17
779636885 839.797 249.623 839.797 249.623 3.73 3.18
779636902 839.177 245.941 839.177 245.941 3.73 3.17
779636919 841.399 245.836 841.399 245.836 3.72 3.17
779636935 840.563 246.104 840.563 246.104 3.72 3.17
779636952 840.917 246.268 840.917 246.268 3.71 3.17
779636985 755.349 246.639 755.349 246.639 3.7 3.15
779637002 630.489 245.787 630.489 245.787 3.69 3.13
779637035 587.62 247.261 587.62 247.261 3.68 3.12
779637069 587.82 246.605 587.82 246.605 3.67 3.11
779637085 580.979 248.039 580.979 248.039 3.66 3.11
779637102 582.646 248.445 582.646 248.445 3.66 3.1
779637135 580.61 249.869 580.61 249.869 3.66 3.1
779637152 580.436 250.951 580.436 250.951 3.67 3.09
779637185 581.228 250.171 581.228 250.171 3.66 3.09
779637202 581.98 248.056 581.98 248.056 3.66 3.09
779637219 581.236 243.985 581.236 243.985 3.66 3.09
779637235 580.055 241.032 580.055 241.032 3.66 3.09
779637252 579.297 241.626 579.297 241.626 3.67 3.09
779637285 579.062 242.973 579.062 242.973 3.67 3.08
779637302 578.403 244.471 578.403 244.471 3.67 3.08
779637335 578.619 245.375 578.619 245.375 3.68 3.09
779637385 579.931 244.028 579.931 244.028 3.68 3.1
779637402 581.229 242.733 581.229 242.733 3.69 3.1
0-test-10-same5->S
01-same1 0
779638736 664.62 316.586 664.62 316.586 3.75 3.17
779638753 664.821 316.668 664.821 316.668 3.76 3.18
779638770 665.238 315.03 665.238 315.03 3.77 3.18
779638786 665.258 314.9 665.258 314.9 3.76 3.18
779638803 666.718 314.499 666.718 314.499 3.76 3.18
779638819 667.703 315.467 667.703 315.467 3.76 3.17
779638836 668.916 314.294 668.916 314.294 3.76 3.17
779638853 669.382 314.218 669.382 314.218 3.75 3.17
779638869 669.743 313.223 669.743 313.223 3.76 3.17
779638886 669.465 312.691 669.465 312.691 3.76 3.16
779638903 671.09 313.488 671.09 313.488 3.76 3.16
779638920 672.006 314.61 672.006 314.61 3.77 3.17
779638936 672.51 315.59 672.51 315.59 3.78 3.18
779638953 672.947 316.693 672.947 316.693 3.79 3.19
779638986 673.478 317.359 673.478 317.359 3.79 3.2
779639003 673.777 318.393 673.777 318.393 3.8 3.2
779639036 673.588 318.406 673.588 318.406 3.8 3.21
779639053 674.572 318.482 674.572 318.482 3.81 3.21
779639070 671.727 320.904 671.727 320.904 3.81 3.21
779639086 605.958 433.749 605.958 433.749 3.81 3.22
779639103 588.878 447.663 588.878 447.663 3.83 3.21
779639120 571.463 449.681 571.463 449.681 3.84 3.2
779639136 563.865 455.61 563.865 455.61 3.85 3.19
779639153 560.93 457.587 560.93 457.587 3.85 3.19
779639170 559.652 458.045 559.652 458.045 3.86 3.19
779639186 557.332 459.323 557.332 459.323 3.87 3.19
779639203 559.977 456.688 559.977 456.688 3.87 3.18
779639220 561.675 458.592 561.675 458.592 3.88 3.18
779639253 572.818 455.15 572.818 455.15 3.88 3.19
779639270 572.615 454.772 572.615 454.772 3.89 3.19
779639303 569.061 452.986 569.061 452.986 3.9 3.19
779639353 572.389 449.97 572.389 449.97 3.89 3.19
779639370 572.624 447.925 572.624 447.925 3.89 3.18
779639386 570.22 447.371 570.22 447.371 3.89 3.17
779639403 570.554 445.173 570.554 445.173 3.88 3.17
779639420 570.599 443.485 570.599 443.485 3.88 3.18
779639436 574.669 442.147 574.669 442.147 3.88 3.17
779639453 576.203 441.373 576.203 441.373 3.88 3.17
779639470 574.448 440.285 574.448 440.285 3.88 3.17
779639503 570.577 440.511 570.577 440.511 3.88 3.18
779639520 495.924 440.342 495.924 440.342 3.89 3.18
779639553 443.325 438.095 443.325 438.095 3.89 3.18
779639570 435.372 436.481 435.372 436.481 3.9 3.18
779639603 429.236 434.515 429.236 434.515 3.9 3.18
779639620 434.094 424.567 434.094 424.567 3.9 3.18
779639636 428.29 422.995 428.29 422.995 3.91 3.19
779639653 420.384 415.425 420.384 415.425 3.91 3.19
779639670 421.445 411.709 421.445 411.709 3.9 3.19
779639687 431.202 406.578 431.202 406.578 3.9 3.18
779639703 426.618 406.342 426.618 406.342 3.89 3.17
779639720 421.24 406.262 421.24 406.262 3.89 3.18
779639737 424.703 404.271 424.703 404.271 3.87 3.18
779639753 427.597 402.697 427.597 402.697 3.86 3.17
779639770 426.377 400.868 426.377 400.868 3.86 3.16
779639787 427.571 400.211 427.571 400.211 3.85 3.15
779639820 426.551 401.39 426.551 401.39 3.85 3.15
779639853 427.237 401.684 427.237 401.684 3.85 3.14
779639903 430.314 400.359 430.314 400.359 3.84 3.13
779639920 430.773 400.269 430.773 400.269 3.83 3.14
779639937 427.573 401.109 427.573 401.109 3.81 3.14
779639953 426.982 401.392 426.982 401.392 3.81 3.15
779639970 428.672 399.58 428.672 399.58 3.8 3.14
779639987 496.42 402.767 496.42 402.767 3.8 3.15
779640003 671.072 504.838 671.072 504.838 3.8 3.15
779640020 782.167 548.605 782.167 548.605 3.8 3.19
779640037 796.365 561.44 796.365 561.44 3.8 3.2
779640053 806.45 566.967 806.45 566.967 3.81 3.2
779640070 813.105 570.198 813.105 570.198 3.81 3.2
779640103 815.334 575.69 815.334 575.69 3.82 3.21
779640120 816.615 579.856 816.615 579.856 3.82 3.21
779640153 819.39 580.951 819.39 580.951 3.84 3.23
779640170 819.922 581.671 819.922 581.671 3.84 3.23
779640187 804.615 575.882 804.615 575.882 3.83 3.25
779640203 521.226 568.716 521.226 568.716 3.83 3.24
779640220 339.818 559.925 339.818 559.925 3.82 3.21
779640237 331.34 556.736 331.34 556.736 3.84 3.21
779640253 325.719 554.805 325.719 554.805 3.85 3.2
779640270 324.523 551.139 324.523 551.139 3.86 3.19
779640287 325.938 550.407 325.938 550.407 3.86 3.19
779640304 330.275 545.24 330.275 545.24 3.86 3.18
779640320 333.248 544.666 333.248 544.666 3.86 3.17
779640337 330.152 543.087 330.152 543.087 3.86 3.16
779640370 329.475 541.302 329.475 541.302 3.84 3.13
779640420 331.454 538.372 331.454 538.372 3.82 3.11
779640454 330.188 537.385 330.188 537.385 3.81 3.1
779640470 330.46 537.375 330.46 537.375 3.79 3.08
779640487 331.568 537.913 331.568 537.913 3.79 3.06
779640504 332.886 537.649 332.886 537.649 3.79 3.06
779640520 335.036 537.457 335.036 537.457 3.79 3.05
779640537 367.072 537.138 367.072 537.138 3.78 3.04
779640554 711.11 541.804 711.11 541.804 3.76 3.05
779640570 910.989 554.541 910.989 554.541 3.74 3.06
779640587 926.813 579.664 926.813 579.664 3.74 3.08
779640604 939.836 580.594 939.836 580.594 3.73 3.09
779640620 942.188 591.275 942.188 591.275 3.73 3.09
779640637 938.533 591.564 938.533 591.564 3.73 3.1
779640654 939.603 592.108 939.603 592.108 3.73 3.11
779640670 938.863 593.192 938.863 593.192 3.73 3.11
779640721 940.849 597.467 940.849 597.467 3.73 3.12
779640754 940.545 595.969 940.545 595.969 3.73 3.12
779640771 943.776 596.577 943.776 596.577 3.73 3.12
779640787 944.052 597.418 944.052 597.418 3.73 3.13
779640804 944.7 599.012 944.7 599.012 3.73 3.13
779640822 812.709 594.354 812.709 594.354 3.72 3.13
779640837 705.621 509.149 705.621 509.149 3.7 3.12
779640854 656.55 482.557 656.55 482.557 3.69 3.12
779640871 649.665 478.669 649.665 478.669 3.68 3.11
779640887 644.531 475.308 644.531 475.308 3.67 3.11
779640921 635.149 473.045 635.149 473.045 3.66 3.1
779640954 633.886 473.823 633.886 473.823 3.65 3.09
779640971 633.022 473.261 633.022 473.261 3.64 3.08
779641021 639 471.993 639 471.993 3.62 3.07
779641037 636.382 469.076 636.382 469.076 3.61 3.06
779641054 636.618 468.123 636.618 468.123 3.6 3.04
779641071 637.247 466.399 637.247 466.399 3.59 3.03
779641087 636.628 465.548 636.628 465.548 3.58 3.02
779641104 634.862 465.61 634.862 465.61 3.57 3.01
779641121 633.043 466.499 633.043 466.499 3.57 3
779641137 631.291 465.753 631.291 465.753 3.57 2.98
779641154 631.226 465.068 631.226 465.068 3.56 2.97
779641171 632.319 463.992 632.319 463.992 3.56 2.96
779641187 634.036 463.6 634.036 463.6 3.56 2.96
779641221 634.277 465.152 634.277 465.152 3.55 2.96
01-same1 1
779642188 558.89 329.606 558.89 329.606 3.59 2.95
779642204 558.296 329.741 558.296 329.741 3.59 2.95
779642221 556.992 330.405 556.992 330.405 3.59 2.95
779642238 556.153 329.233 556.153 329.233 3.58 2.96
779642254 554.576 330.355 554.576 330.355 3.58 2.95
779642271 553.16 331.408 553.16 331.408 3.58 2.94
779642288 551.179 332.721 551.179 332.721 3.58 2.93
779642304 548.839 330.462 548.839 330.462 3.58 2.92
779642338 546.789 330.635 546.789 330.635 3.58 2.92
779642371 546.734 333.288 546.734 333.288 3.58 2.91
779642388 546.896 334.719 546.896 334.719 3.57 2.92
779642404 548.506 332.912 548.506 332.912 3.56 2.92
779642421 546.847 335.921 546.847 335.921 3.56 2.92
779642438 538.93 495.684 538.93 495.684 3.56 2.91
779642454 540.151 501.312 540.151 501.312 3.56 2.89
779642471 537.311 505.302 537.311 505.302 3.54 2.88
779642488 534.293 505.438 534.293 505.438 3.52 2.89
779642504 535.369 502.992 535.369 502.992 3.51 2.88
779642521 536.539 502.339 536.539 502.339 3.5 2.89
779642538 534.301 502.005 534.301 502.005 3.49 2.88
779642571 531.183 503.588 531.183 503.588 3.49 2.87
779642588 528.02 503.25 528.02 503.25 3.48 2.86
779642604 524.983 503.415 524.983 503.415 3.47 2.85
01-same1->S
02-same2 0
779643955 594.881 370.399 594.881 370.399 3.46 2.95
779643989 594.702 369.931 594.702 369.931 3.47 2.96
779644005 595.074 370.95 595.074 370.95 3.49 2.97
779644022 594.782 371.512 594.782 371.512 3.5 2.97
779644038 595.23 370.741 595.23 370.741 3.51 2.98
779644055 595.309 370.372 595.309 370.372 3.53 2.98
779644089 595.489 368.195 595.489 368.195 3.54 2.97
779644105 595.63 368.609 595.63 368.609 3.56 2.98
779644139 595.619 366.686 595.619 366.686 3.57 2.98
779644155 597.015 365.834 597.015 365.834 3.58 2.98
779644172 597.845 364.555 597.845 364.555 3.59 2.98
779644189 557.668 354.845 557.668 354.845 3.6 2.99
779644205 512.294 256.673 512.294 256.673 3.6 2.99
779644222 511.07 256.251 511.07 256.251 3.6 3
779644239 504.696 253.793 504.696 253.793 3.61 3
779644255 502.821 252.621 502.821 252.621 3.61 2.99
779644289 496.311 252.408 496.311 252.408 3.62 3
779644305 494.654 252.525 494.654 252.525 3.62 3.01
779644339 491.224 253.349 491.224 253.349 3.63 3.01
779644372 490.127 253.141 490.127 253.141 3.63 3.02
779644389 494.927 251.55 494.927 251.55 3.63 3.01
779644405 658.12 246.437 658.12 246.437 3.63 3.01
779644422 730.713 244.254 730.713 244.254 3.62 3.02
779644439 734.748 242.786 734.748 242.786 3.61 3.02
779644455 731.454 240.235 731.454 240.235 3.61 3.03
779644472 728.484 236.81 728.484 236.81 3.61 3.03
779644489 725.533 231.16 725.533 231.16 3.6 3.02
779644505 725.916 227.984 725.916 227.984 3.6 3.01
779644522 725.167 226.146 725.167 226.146 3.59 3
779644539 724.874 223.676 724.874 223.676 3.58 2.99
779644555 724.667 221.808 724.667 221.808 3.57 2.99
779644572 724.245 220.298 724.245 220.298 3.57 2.98
779644605 725.211 222.022 725.211 222.022 3.56 2.99
779644639 724.677 220.837 724.677 220.837 3.55 3
779644655 722.783 221.156 722.783 221.156 3.55 3
779644672 720.926 221.468 720.926 221.468 3.55 3
779644689 718.36 219.503 718.36 219.503 3.55 3.01
779644705 717.762 220.19 717.762 220.19 3.55 3.01
779644722 714.925 220.613 714.925 220.613 3.56 3.01
779644739 713.874 220.313 713.874 220.313 3.57 3.01
779644755 713.767 218.167 713.767 218.167 3.57 3.01
779644772 712.362 218.687 712.362 218.687 3.57 3.02
779644789 710.892 215.427 710.892 215.427 3.58 3.02
