suj,trial_id,is_trial,trial_name,trial_type,response,dur,ojoDI,blink,amp_sacada,pupila,gaze,nf,fixX,fixY,targetSide,tX1,tY1,tX2,tY2,tX3,tY3,score
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,160,0,0,7.69822,3.06427,1646,15,702.2,408.8,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,73,1,0,0,3.02563,1759,15,974.083,456,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,87,1,0,0.920272,3.10587,1759,15,969.571,417.714,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,46,1,0,0.13879,3.07789,1759,15,975.375,417.375,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,154,1,0,6.54769,3.08461,1759,15,699.917,415.875,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,134,1,0,0.400875,3.03013,1759,15,683.333,413.238,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,114,1,0,1.54337,2.9874,1759,15,677.222,477.611,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,248,1,0,1.90714,3.03766,1759,15,691.447,398.974,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,114,1,0,0.402112,3.02436,1759,15,676.889,407.444,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,54,1,0,9.02895,3.05625,1759,15,1041.22,520.111,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,201,1,0,0.580985,3.09066,1759,15,1034,496.871,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,215,1,0,7.36784,3.15026,1759,15,731.424,427.939,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,53,1,0,7.42773,3.10775,1759,15,1030.56,519.667,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,100,1,0,0.219967,3.13477,1759,15,1026.63,528,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,53,1,0,7.07703,3.17419,1759,15,742,439.889,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,0,01-trial-different-10,N/A,N/A,113,1,0,1.15668,3.16252,1759,15,717.833,397.889,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,01,1,01-trial-different-10,different,D,194,0,0,0,2.96776,604,5,821.933,353.033,181,613,677,1125,677,0,0,29
2019_04_01_19_40_15,01,1,01-trial-different-10,different,D,53,0,0,5.09806,2.89692,604,5,656.778,216.778,181,613,677,1125,677,0,0,29
2019_04_01_19_40_15,01,1,01-trial-different-10,different,D,68,0,0,0.37446,2.89541,604,5,644.727,226.818,181,613,677,1125,677,0,0,29
2019_04_01_19_40_15,01,1,01-trial-different-10,different,D,135,0,0,13.4068,3.06247,604,5,1216.1,254.714,181,613,677,1125,677,0,0,29
2019_04_01_19_40_15,01,1,01-trial-different-10,different,D,154,0,0,0.53095,3.10125,604,5,1237.42,261.042,181,613,677,1125,677,0,0,29
2019_04_01_19_40_15,01,1,01-trial-different-10,different,D,201,1,0,0,3.17642,642,4,844.065,349.645,181,613,677,1125,677,0,0,29
2019_04_01_19_40_15,01,1,01-trial-different-10,different,D,120,1,0,3.97941,3.14124,642,4,711.579,248.053,181,613,677,1125,677,0,0,29
2019_04_01_19_40_15,01,1,01-trial-different-10,different,D,80,1,0,11.4789,3.08282,642,4,1197.62,283.846,181,613,677,1125,677,0,0,29
2019_04_01_19_40_15,01,1,01-trial-different-10,different,D,241,1,0,0.588026,3.05907,642,4,1222.19,282.162,181,613,677,1125,677,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,100,0,0,0,2.9857,1606,15,959.5,421.125,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,93,0,0,0.482909,2.93908,1606,15,979.2,416.533,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,53,0,0,5.52203,2.9111,1606,15,1211.11,409.444,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,87,0,0,1.37998,2.86197,1606,15,1247.07,454.714,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,207,0,0,12.9294,2.78576,1606,15,723.031,624.813,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,66,0,0,1.00363,2.70661,1606,15,705.818,586.455,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,100,0,0,0.926735,2.68803,1606,15,708.438,625.188,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,74,0,0,1.02057,2.63573,1606,15,712,582.583,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,108,0,0,12.5735,2.63076,1606,15,1224.35,427.588,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,215,0,0,0.953374,2.59328,1606,15,1214.67,466.333,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,101,0,0,0.709782,2.6005,1606,15,1228.94,440.25,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,108,0,0,0.894071,2.71954,1606,15,1256.71,415.118,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,94,0,0,0.716279,2.72154,1606,15,1257.8,385.133,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,134,0,0,0.680007,2.73975,1606,15,1259.43,413.571,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,66,0,0,0.559999,2.8018,1606,15,1246.64,393.909,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,127,1,0,0,2.95157,1633,14,958.95,449.65,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,53,1,0,0.801185,2.94367,1633,14,979.778,423.333,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,133,1,0,5.70323,2.9213,1633,14,1215.95,464.19,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,100,1,0,12.4445,2.90175,1633,14,705.313,604.688,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,141,1,0,0.148359,2.86619,1633,14,706.727,598.636,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,134,1,0,0.466927,2.81297,1633,14,709.571,579.286,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,53,1,0,0.335094,2.78355,1633,14,720.111,588.556,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,53,1,0,10.8808,2.63778,1633,14,1171.33,492.556,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,74,1,0,0.688727,2.61036,1633,14,1198.08,481.75,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,215,1,0,0.88831,2.62692,1633,14,1163.85,496.333,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,74,1,0,0.981625,2.57111,1633,14,1196.75,471.667,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,181,1,0,2.18642,2.71687,1633,14,1265.32,410.893,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,154,1,0,0.883375,2.77233,1633,14,1235.71,433.083,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,0,02-trial-different-11,N/A,N/A,141,1,0,0.995715,2.73471,1633,14,1261.86,400.591,181,613,1061,1125,869,0,0,29
2019_04_01_19_40_15,02,1,02-trial-different-11,different,D,114,0,0,0,2.91881,596,5,1011.67,342.389,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,02,1,02-trial-different-11,different,D,80,0,0,1.01963,2.88755,596,5,971.154,355.923,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,02,1,02-trial-different-11,different,D,121,0,0,8.13516,3.01544,596,5,1250.74,554.737,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,02,1,02-trial-different-11,different,D,114,0,0,1.26672,3.01739,596,5,1249.06,607.778,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,02,1,02-trial-different-11,different,D,167,0,0,0.673447,3.01545,596,5,1249.77,579.577,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,02,1,02-trial-different-11,different,D,114,1,0,0,2.90946,622,6,1021.56,358.556,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,02,1,02-trial-different-11,different,D,93,1,0,0.755262,2.91821,622,6,994.733,375.333,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,02,1,02-trial-different-11,different,D,80,1,0,7.4541,2.97245,622,6,1255,551,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,02,1,02-trial-different-11,different,D,81,1,0,0.642323,3.05108,622,6,1268.31,574.385,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,02,1,02-trial-different-11,different,D,47,1,0,0.584421,3.0204,622,6,1249.25,589.75,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,02,1,02-trial-different-11,different,D,207,1,0,0.695333,3.11577,622,6,1273.97,574.344,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,94,0,0,0,2.91796,1506,19,955.8,335.8,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,94,0,0,1.23035,2.91121,1506,19,965.267,386.467,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,54,0,0,6.7003,2.94599,1506,19,683.667,400.333,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,74,0,0,0.523129,2.95444,1506,19,672.75,381.333,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,73,0,0,1.24172,2.89518,1506,19,722.167,397.583,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,67,0,0,10.1417,2.94868,1506,19,1150.45,427,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,87,0,0,2.10049,2.93177,1506,19,1232.29,459.429,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,114,0,0,0.444517,2.86769,1506,19,1220.56,473.889,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,100,0,0,1.01381,2.82848,1506,19,1219.31,431.438,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,47,0,0,1.31835,2.76402,1506,19,1215,486.5,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,60,0,0,12.2437,2.68161,1506,19,707.1,371.3,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,100,0,0,0.725158,2.66989,1506,19,676.75,372.563,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,47,0,0,1.26676,2.62897,1506,19,703.75,326.875,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,67,0,0,1.22942,2.49749,1506,19,653,318.091,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,46,0,0,0.272648,2.47128,1506,19,664.25,316.125,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,147,0,0,13.696,2.66385,1506,19,1247.39,361,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,134,0,0,11.5816,2.61632,1506,19,755.667,371.429,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,54,0,0,0.503827,2.581,1506,19,771.667,357.667,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,47,0,0,1.54704,2.61693,1506,19,706.875,355.875,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,87,1,0,0,2.99636,1618,17,920.643,345,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,74,1,0,1.8294,3.032,1618,17,943.5,418.167,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,47,1,0,0.928078,2.98866,1618,17,934.375,380.375,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,194,1,0,6.3126,3.01763,1618,17,669.6,360.9,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,93,1,0,11.8854,2.87796,1618,17,1163.27,467.8,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,127,1,0,0.879415,2.85535,1618,17,1155.45,503.8,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,100,1,0,2.02142,2.78614,1618,17,1211.31,440.125,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,67,1,0,1.98579,2.73729,1618,17,1167.27,510.727,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,93,1,0,12.0934,2.83228,1618,17,663.533,407.467,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,60,1,0,0.515111,2.79722,1618,17,685.1,406.8,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,47,1,0,0.860074,2.73456,1618,17,696.875,372.75,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,194,1,0,0.59071,2.67114,1618,17,673.167,365.667,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,47,1,0,12.8681,2.61548,1618,17,1217.38,432.125,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,107,1,0,0.311334,2.67771,1618,17,1212.88,419.882,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,167,1,0,10.5999,2.71617,1618,17,764.115,401.808,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,67,1,0,0.668623,2.61537,1618,17,747.636,424.455,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,0,03-trial-same-12,N/A,N/A,47,1,0,1.80251,2.70707,1618,17,764.125,350.75,181,613,869,1125,869,0,0,29
2019_04_01_19_40_15,03,1,03-trial-same-12,same,S,94,0,0,0,2.77144,530,6,753.4,396.267,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,03,1,03-trial-same-12,same,S,87,0,0,0.500952,2.7853,530,6,736.857,383.357,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,03,1,03-trial-same-12,same,S,107,0,0,4.08226,2.81244,530,6,673.765,224.118,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,03,1,03-trial-same-12,same,S,121,0,0,0.818809,2.89065,530,6,694.316,251.579,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,03,1,03-trial-same-12,same,S,74,0,0,0.216352,2.9016,530,6,688.083,245,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,03,1,03-trial-same-12,same,S,47,0,0,0.81249,2.8315,530,6,718.875,259.5,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,03,1,03-trial-same-12,same,S,175,1,0,0,2.92871,590,5,774.074,351.741,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,03,1,03-trial-same-12,same,S,160,1,0,2.76398,2.95826,590,5,689.04,273.04,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,03,1,03-trial-same-12,same,S,141,1,0,0.406825,2.98084,590,5,698.682,287.091,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,03,1,03-trial-same-12,same,S,61,1,0,0.400241,2.95289,590,5,696.4,303.7,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,03,1,03-trial-same-12,same,S,53,1,0,1.78228,2.99631,590,5,704.333,229.444,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,221,0,0,0,3.03286,1600,15,945.118,403.5,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,80,0,0,5.93745,2.92768,1600,15,699.154,445.923,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,80,0,0,0.602358,2.88534,1600,15,721.308,433.846,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,47,0,0,0.74199,2.8885,1600,15,707.875,461.875,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,140,0,0,4.74605,2.78896,1600,15,905.5,436.455,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,81,0,0,3.95265,2.82939,1600,15,739.692,439,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,174,0,0,12.4488,2.82721,1600,15,1238.56,617.407,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,100,0,0,0.691455,2.85156,1600,15,1265.13,605.875,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,47,0,0,11.6295,2.80854,1600,15,786.25,484.875,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,60,0,0,0.554965,2.84221,1600,15,804.4,499.4,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,47,0,0,1.31123,2.86337,1600,15,764.875,461.25,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,154,0,0,11.8545,2.85212,1600,15,1241.38,624.708,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,114,0,0,0.339874,2.8227,1600,15,1241.28,638.944,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,188,0,0,0.785548,2.85924,1600,15,1249.03,606.966,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,67,0,0,0.554574,2.85199,1600,15,1230.45,620.909,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,154,1,0,0,3.04709,1634,16,899.208,412.75,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,73,1,0,0.758193,3.03471,1634,16,928.333,400.083,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,67,1,0,5.68162,2.98894,1634,16,692.818,439.364,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,73,1,0,0.983548,3.00764,1634,16,674.583,402.417,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,100,1,0,1.03107,2.8856,1634,16,702.938,435,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,147,1,0,5.00436,2.89333,1634,16,913.087,436,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,88,1,0,4.66173,2.88327,1634,16,717.571,427.571,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,47,1,0,12.5132,2.73441,1634,16,1229.25,575.5,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,161,1,0,0.717206,2.71468,1634,16,1255.8,589.56,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,88,1,0,0.483248,2.77309,1634,16,1251.93,609.429,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,93,1,0,10.8919,2.91561,1634,16,811.467,470.667,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,47,1,0,0.527905,2.94982,1634,16,825.25,453.375,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,47,1,0,10.2999,2.87199,1634,16,1227,623.125,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,168,1,0,0.536984,2.73897,1634,16,1224.19,600.808,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,47,1,0,0.0210454,2.81121,1634,16,1224.75,600.125,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,0,04-trial-same-13,N/A,N/A,234,1,0,0.572309,2.86563,1634,16,1241.64,583.111,181,613,869,1125,1061,0,0,29
2019_04_01_19_40_15,04,1,04-trial-same-13,same,S,80,0,0,0,2.89235,623,7,770.154,291.308,181,613,677,1125,869,0,0,29
2019_04_01_19_40_15,04,1,04-trial-same-13,same,S,54,0,0,1.63518,2.88008,623,7,767.778,359.778,181,613,677,1125,869,0,0,29
2019_04_01_19_40_15,04,1,04-trial-same-13,same,S,74,0,0,1.60772,2.9652,623,7,827.333,391.25,181,613,677,1125,869,0,0,29
2019_04_01_19_40_15,04,1,04-trial-same-13,same,S,73,0,0,5.73206,2.99201,623,7,694.167,190.5,181,613,677,1125,869,0,0,29
2019_04_01_19_40_15,04,1,04-trial-same-13,same,S,201,0,0,0.834769,2.95455,623,7,672.774,218.161,181,613,677,1125,869,0,0,29
2019_04_01_19_40_15,04,1,04-trial-same-13,same,S,47,0,0,1.35934,2.99314,623,7,689,272.75,181,613,677,1125,869,0,0,29
2019_04_01_19_40_15,04,1,04-trial-same-13,same,S,94,0,0,0.933986,2.97409,623,7,703.133,236.267,181,613,677,1125,869,0,0,29
2019_04_01_19_40_15,04,1,04-trial-same-13,same,S,127,1,0,0,2.91705,634,6,779.15,312.75,181,613,677,1125,869,0,0,29
2019_04_01_19_40_15,04,1,04-trial-same-13,same,S,93,1,0,1.3088,3.00439,634,6,791.667,366.133,181,613,677,1125,869,0,0,29
2019_04_01_19_40_15,04,1,04-trial-same-13,same,S,73,1,0,3.73667,3.15281,634,6,701.75,237.75,181,613,677,1125,869,0,0,29
2019_04_01_19_40_15,04,1,04-trial-same-13,same,S,80,1,0,0.477997,3.16876,634,6,700.462,217.769,181,613,677,1125,869,0,0,29
2019_04_01_19_40_15,04,1,04-trial-same-13,same,S,174,1,0,0.853776,3.15716,634,6,692,252.519,181,613,677,1125,869,0,0,29
2019_04_01_19_40_15,04,1,04-trial-same-13,same,S,87,1,0,0.278609,3.05492,634,6,696.143,263.429,181,613,677,1125,869,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,141,0,0,0,3.05045,1662,20,982.909,441.773,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,80,0,0,0.406412,2.97425,1662,20,985.385,458.615,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,74,0,0,6.57831,3.07101,1662,20,1221,313.417,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,53,0,0,0.874331,2.98688,1662,20,1238.67,281.333,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,114,0,0,1.03867,2.94553,1662,20,1232.78,238.222,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,74,0,0,11.2135,2.90188,1662,20,817.917,471.167,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,120,0,0,0.726861,2.79606,1662,20,808.947,500.263,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,67,0,0,3.46107,2.84177,1662,20,695.727,591.091,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,101,0,0,0.504704,2.83841,1662,20,711.375,576.875,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,74,0,0,1.03593,2.89405,1662,20,712.75,620.25,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,47,0,0,1.06785,2.91735,1662,20,709.625,575.625,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,68,0,0,0.846935,2.93302,1662,20,693.545,544,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,61,0,0,14.2579,3.01003,1662,20,1231.6,256.9,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,100,0,0,0.805642,2.9582,1662,20,1261.5,241.25,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,80,0,0,1.21863,2.98531,1662,20,1253.15,291.615,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,60,0,0,6.41473,2.96724,1662,20,991.5,357.5,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,54,0,0,0.447625,2.94479,1662,20,972.889,355.222,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,100,0,0,6.25642,3.03471,1662,20,1207.56,236.25,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,05,0,05-trial-different-14,N/A,N/A,80,0,0,1.21068,3.06383,1662,20,1195.92,285.615,181,613,1061,1125,677,0,0,29
