suj,trial_id,is_trial,trial_name,trial_type,response,dur,ojoDI,blink,amp_sacada,pupila,gaze,nf,fixX,fixY,targetSide,tX1,tY1,tX2,tY2,tX3,tY3,fixStart,fixEnd,fixMid,timeline,score
2019_07_13_16_38_07,0,1,0-test-different-7,different,D,108,0,0,0,2.91321,522,7,796.471,319,181,613,1061,1125,677,0,0,2297583.00,2297691.00,2297637.00,0.00,29
2019_07_13_16_38_07,0,1,0-test-different-7,different,D,67,0,0,0.81768,2.97348,522,7,786.364,286.273,181,613,1061,1125,677,0,0,2297697.00,2297764.00,2297730.50,114.00,29
2019_07_13_16_38_07,0,1,0-test-different-7,different,D,60,0,0,9.87942,3.06233,522,7,1204.3,281.1,181,613,1061,1125,677,0,0,2297785.00,2297845.00,2297815.00,202.00,29
2019_07_13_16_38_07,0,1,0-test-different-7,different,D,80,0,0,1.73457,2.97487,522,7,1276.92,283.923,181,613,1061,1125,677,0,0,2297852.00,2297932.00,2297892.00,269.00,29
2019_07_13_16_38_07,0,1,0-test-different-7,different,D,46,0,0,1.68855,3.03583,522,7,1233.63,339.875,181,613,1061,1125,677,0,0,2297939.00,2297985.00,2297962.00,356.00,29
2019_07_13_16_38_07,0,1,0-test-different-7,different,D,47,0,0,15.1092,3.03448,522,7,655.5,632.5,181,613,1061,1125,677,0,0,2298079.00,2298126.00,2298102.50,496.00,29
2019_07_13_16_38_07,0,1,0-test-different-7,different,D,114,0,0,0.794749,2.98533,522,7,624.667,619.944,181,613,1061,1125,677,0,0,2298133.00,2298247.00,2298190.00,550.00,29
2019_07_13_16_38_07,0,1,0-test-different-7,different,D,61,1,0,0,3.00932,523,6,793.9,361.9,181,613,1061,1125,677,0,0,2297583.00,2297644.00,2297613.50,0.00,29
2019_07_13_16_38_07,0,1,0-test-different-7,different,D,113,1,0,0.354745,3.00707,523,6,797.778,347.556,181,613,1061,1125,677,0,0,2297651.00,2297764.00,2297707.50,68.00,29
2019_07_13_16_38_07,0,1,0-test-different-7,different,D,134,1,0,10.972,2.97916,523,6,1260.86,302.333,181,613,1061,1125,677,0,0,2297791.00,2297925.00,2297858.00,208.00,29
2019_07_13_16_38_07,0,1,0-test-different-7,different,D,114,1,0,1.61908,2.98768,523,6,1211,348.333,181,613,1061,1125,677,0,0,2297932.00,2298046.00,2297989.00,349.00,29
2019_07_13_16_38_07,0,1,0-test-different-7,different,D,47,1,0,13.9825,3.09876,523,6,653.875,564.5,181,613,1061,1125,677,0,0,2298099.00,2298146.00,2298122.50,516.00,29
2019_07_13_16_38_07,0,1,0-test-different-7,different,D,54,1,0,0.908995,3.09302,523,6,638,599.111,181,613,1061,1125,677,0,0,2298173.00,2298227.00,2298200.00,590.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,67,0,0,0,3.06009,1674,19,995.636,372.182,181,613,869,1125,1061,0,0,2299506.00,2299573.00,2299539.50,0.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,73,0,0,1.40692,3.0158,1674,19,947.833,406.667,181,613,869,1125,1061,0,0,2299580.00,2299653.00,2299616.50,74.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,74,0,0,1.27051,2.95618,1674,19,966.083,456.667,181,613,869,1125,1061,0,0,2299660.00,2299734.00,2299697.00,154.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,60,0,0,6.93664,2.95371,1674,19,677.6,411.6,181,613,869,1125,1061,0,0,2299761.00,2299821.00,2299791.00,255.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,94,0,0,1.17101,2.90464,1674,19,719.2,385.6,181,613,869,1125,1061,0,0,2299827.00,2299921.00,2299874.00,321.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,80,0,0,11.7063,3.00798,1674,19,1177.23,579.231,181,613,869,1125,1061,0,0,2299955.00,2300035.00,2299995.00,449.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,93,0,0,1.47578,2.96363,1674,19,1205.67,634.133,181,613,869,1125,1061,0,0,2300042.00,2300135.00,2300088.50,536.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,161,0,0,1.43264,2.92942,1674,19,1199.4,574.44,181,613,869,1125,1061,0,0,2300142.00,2300303.00,2300222.50,636.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,54,0,0,0.670983,2.88097,1674,19,1180,594.778,181,613,869,1125,1061,0,0,2300310.00,2300364.00,2300337.00,804.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,73,0,0,2.52228,2.92645,1674,19,1280.08,628.833,181,613,869,1125,1061,0,0,2300377.00,2300450.00,2300413.50,871.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,67,0,0,0.835602,2.94076,1674,19,1275.82,594.091,181,613,869,1125,1061,0,0,2300457.00,2300524.00,2300490.50,951.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,47,0,0,0.565315,2.96622,1674,19,1252.38,590.75,181,613,869,1125,1061,0,0,2300531.00,2300578.00,2300554.50,1025.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,60,0,0,13.3412,2.95256,1674,19,702.5,443.9,181,613,869,1125,1061,0,0,2300625.00,2300685.00,2300655.00,1119.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,147,0,0,0.99711,3.01164,1674,19,661.174,437.826,181,613,869,1125,1061,0,0,2300692.00,2300839.00,2300765.50,1186.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,101,0,0,14.5142,3.04847,1674,19,1238.81,666.625,181,613,869,1125,1061,0,0,2300879.00,2300980.00,2300929.50,1373.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,54,0,0,0.636695,3.02033,1674,19,1265.33,669.444,181,613,869,1125,1061,0,0,2300986.00,2301040.00,2301013.00,1480.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,141,0,0,14.6776,2.9439,1674,19,690.182,415.773,181,613,869,1125,1061,0,0,2301107.00,2301248.00,2301177.50,1601.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,47,0,0,0.62907,2.8739,1674,19,663.875,414.25,181,613,869,1125,1061,0,0,2301254.00,2301301.00,2301277.50,1748.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,181,0,0,1.22879,2.82856,1674,19,714.75,422.107,181,613,869,1125,1061,0,0,2301308.00,2301489.00,2301398.50,1802.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,154,1,0,0,2.99234,1702,13,968.917,423.125,181,613,869,1125,1061,0,0,2299506.00,2299660.00,2299583.00,0.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,67,1,0,0.726325,2.97432,1702,13,973.636,453.182,181,613,869,1125,1061,0,0,2299667.00,2299734.00,2299700.50,161.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,67,1,0,5.93667,3.00489,1702,13,729.727,400.364,181,613,869,1125,1061,0,0,2299747.00,2299814.00,2299780.50,241.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,67,1,0,0.815329,2.97939,1702,13,698.182,413.455,181,613,869,1125,1061,0,0,2299854.00,2299921.00,2299887.50,348.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,67,1,0,12.0206,2.85804,1702,13,1179.91,584,181,613,869,1125,1061,0,0,2299955.00,2300022.00,2299988.50,449.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,121,1,0,0.889891,2.86333,1702,13,1174.58,620.895,181,613,869,1125,1061,0,0,2300028.00,2300149.00,2300088.50,522.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,221,1,0,1.43364,2.83977,1702,13,1189.24,562.647,181,613,869,1125,1061,0,0,2300156.00,2300377.00,2300266.50,650.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,95,1,0,1.7155,2.85631,1702,13,1255.73,589.933,181,613,869,1125,1061,0,0,2300383.00,2300478.00,2300430.50,877.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,80,1,0,0.483715,2.93837,1702,13,1258.54,610,181,613,869,1125,1061,0,0,2300484.00,2300564.00,2300524.00,978.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,194,1,0,13.5661,2.97021,1702,13,711.2,420.833,181,613,869,1125,1061,0,0,2300625.00,2300819.00,2300722.00,1119.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,107,1,0,13.3294,3.06705,1702,13,1237.06,637.176,181,613,869,1125,1061,0,0,2300879.00,2300986.00,2300932.50,1373.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,47,1,0,0.427148,3.04138,1702,13,1238.63,655,181,613,869,1125,1061,0,0,2300993.00,2301040.00,2301016.50,1487.00,29
2019_07_13_16_38_07,0,0,0-test-same-8,N/A,N/A,415,1,0,13.7812,2.9633,1702,13,704.667,407.222,181,613,869,1125,1061,0,0,2301087.00,2301502.00,2301294.50,1581.00,29
2019_07_13_16_38_07,0,1,0-test-same-8,same,S,194,0,0,0,2.88367,562,4,814.633,299.5,181,613,677,1125,869,0,0,2302413.00,2302607.00,2302510.00,0.00,29
2019_07_13_16_38_07,0,1,0-test-same-8,same,S,161,0,0,3.8985,2.95129,562,4,685.08,199.68,181,613,677,1125,869,0,0,2302634.00,2302795.00,2302714.50,221.00,29
2019_07_13_16_38_07,0,1,0-test-same-8,same,S,107,0,0,0.673788,2.88287,562,4,659,210.471,181,613,677,1125,869,0,0,2302802.00,2302909.00,2302855.50,389.00,29
2019_07_13_16_38_07,0,1,0-test-same-8,same,S,100,0,0,0.846284,2.88187,562,4,660.813,245.875,181,613,677,1125,869,0,0,2302916.00,2303016.00,2302966.00,503.00,29
2019_07_13_16_38_07,0,1,0-test-same-8,same,S,141,1,0,0,2.935,552,6,815.273,325.091,181,613,677,1125,869,0,0,2302413.00,2302554.00,2302483.50,0.00,29
2019_07_13_16_38_07,0,1,0-test-same-8,same,S,54,1,0,1.11581,3.06426,552,6,785.889,361.444,181,613,677,1125,869,0,0,2302560.00,2302614.00,2302587.00,147.00,29
2019_07_13_16_38_07,0,1,0-test-same-8,same,S,47,1,0,2.87524,3.00473,552,6,688.625,290.25,181,613,677,1125,869,0,0,2302621.00,2302668.00,2302644.50,208.00,29
2019_07_13_16_38_07,0,1,0-test-same-8,same,S,101,1,0,1.24282,2.98814,552,6,707.563,241.75,181,613,677,1125,869,0,0,2302674.00,2302775.00,2302724.50,261.00,29
2019_07_13_16_38_07,0,1,0-test-same-8,same,S,115,1,0,0.897917,3.02605,552,6,674.611,259.889,181,613,677,1125,869,0,0,2302781.00,2302896.00,2302838.50,368.00,29
2019_07_13_16_38_07,0,1,0-test-same-8,same,S,94,1,0,0.411405,3.01384,552,6,691.6,257,181,613,677,1125,869,0,0,2302922.00,2303016.00,2302969.00,509.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,154,0,0,0,2.97768,1582,19,960.875,406.625,181,613,869,1125,677,0,0,2304269.00,2304423.00,2304346.00,0.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,94,0,0,0.706281,3.0124,1582,19,943,430.2,181,613,869,1125,677,0,0,2304429.00,2304523.00,2304476.00,160.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,86,0,0,4.78955,2.96209,1582,19,751.429,369.071,181,613,869,1125,677,0,0,2304551.00,2304637.00,2304594.00,282.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,93,0,0,0.878559,2.86548,1582,19,739.467,334.267,181,613,869,1125,677,0,0,2304644.00,2304737.00,2304690.50,375.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,54,0,0,10.7312,2.87665,1582,19,1185.11,243.333,181,613,869,1125,677,0,0,2304764.00,2304818.00,2304791.00,495.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,113,0,0,0.585392,2.85268,1582,19,1202,225.556,181,613,869,1125,677,0,0,2304825.00,2304938.00,2304881.50,556.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,73,0,0,0.514475,2.75821,1582,19,1223.5,224.083,181,613,869,1125,677,0,0,2304952.00,2305025.00,2304988.50,683.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,107,0,0,0.372676,2.72885,1582,19,1208.82,218.765,181,613,869,1125,677,0,0,2305032.00,2305139.00,2305085.50,763.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,161,0,0,11.377,2.61897,1582,19,757.2,389.76,181,613,869,1125,677,0,0,2305206.00,2305367.00,2305286.50,937.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,54,0,0,11.0229,2.68428,1582,19,1193,220.556,181,613,869,1125,677,0,0,2305400.00,2305454.00,2305427.00,1131.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,80,0,0,0.299584,2.69541,1582,19,1204.23,226.154,181,613,869,1125,677,0,0,2305461.00,2305541.00,2305501.00,1192.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,53,0,0,1.17406,2.72532,1582,19,1213.11,177.778,181,613,869,1125,677,0,0,2305548.00,2305601.00,2305574.50,1279.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,114,0,0,1.73525,2.74152,1582,19,1235,247.111,181,613,869,1125,677,0,0,2305635.00,2305749.00,2305692.00,1366.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,53,0,0,0.540584,2.79885,1582,19,1237,224.556,181,613,869,1125,677,0,0,2305756.00,2305809.00,2305782.50,1487.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,47,0,0,2.04409,2.82751,1582,19,1244.75,139.25,181,613,869,1125,677,0,0,2305816.00,2305863.00,2305839.50,1547.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,53,0,0,11.753,2.80941,1582,19,778.778,318.667,181,613,869,1125,677,0,0,2305930.00,2305983.00,2305956.50,1661.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,53,0,0,1.70532,2.78428,1582,19,797.333,387.667,181,613,869,1125,677,0,0,2305990.00,2306043.00,2306016.50,1721.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,80,0,0,9.71432,2.87161,1582,19,1194.85,283.846,181,613,869,1125,677,0,0,2306097.00,2306177.00,2306137.00,1828.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,60,0,0,0.979781,2.88502,1582,19,1190.9,324.7,181,613,869,1125,677,0,0,2306184.00,2306244.00,2306214.00,1915.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,120,1,0,0,3.0561,1613,19,939.632,437.316,181,613,869,1125,677,0,0,2304269.00,2304389.00,2304329.00,0.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,141,1,0,0.806764,3.02335,1613,19,954.182,467.818,181,613,869,1125,677,0,0,2304396.00,2304537.00,2304466.50,127.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,67,1,0,5.75465,3.01985,1613,19,725,390.545,181,613,869,1125,677,0,0,2304563.00,2304630.00,2304596.50,294.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,87,1,0,1.53218,3.01614,1613,19,704.286,329.786,181,613,869,1125,677,0,0,2304637.00,2304724.00,2304680.50,368.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,47,1,0,10.9144,2.84631,1613,19,1166.75,312.625,181,613,869,1125,677,0,0,2304764.00,2304811.00,2304787.50,495.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,67,1,0,0.650748,2.76776,1613,19,1190.91,300,181,613,869,1125,677,0,0,2304818.00,2304885.00,2304851.50,549.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,201,1,0,0.481781,2.7442,1613,19,1170.74,300.742,181,613,869,1125,677,0,0,2304892.00,2305093.00,2304992.50,623.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,81,1,0,0.515084,2.70304,1613,19,1180.77,319.846,181,613,869,1125,677,0,0,2305099.00,2305180.00,2305139.50,830.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,61,1,0,9.73509,2.75312,1613,19,771.9,368.4,181,613,869,1125,677,0,0,2305206.00,2305267.00,2305236.50,937.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,94,1,0,0.680489,2.74987,1613,19,765.6,396.2,181,613,869,1125,677,0,0,2305273.00,2305367.00,2305320.00,1004.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,48,1,0,10.3452,2.70727,1613,19,1191.25,292.5,181,613,869,1125,677,0,0,2305400.00,2305448.00,2305424.00,1131.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,61,1,0,0.294065,2.67161,1613,19,1202.9,296.5,181,613,869,1125,677,0,0,2305474.00,2305535.00,2305504.50,1205.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,101,1,0,0.731626,2.71788,1613,19,1219.13,270.5,181,613,869,1125,677,0,0,2305541.00,2305642.00,2305591.50,1272.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,148,1,0,1.32615,2.72385,1613,19,1193.39,319.739,181,613,869,1125,677,0,0,2305648.00,2305796.00,2305722.00,1379.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,86,1,0,1.9365,2.7754,1613,19,1212.71,240.929,181,613,869,1125,677,0,0,2305803.00,2305889.00,2305846.00,1534.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,47,1,0,10.6656,2.90067,1613,19,770.5,334.375,181,613,869,1125,677,0,0,2305930.00,2305977.00,2305953.50,1661.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,48,1,0,1.16093,2.89459,1613,19,754,380.125,181,613,869,1125,677,0,0,2305983.00,2306031.00,2306007.00,1714.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,61,1,0,10.3037,2.87423,1613,19,1185.9,318.3,181,613,869,1125,677,0,0,2306070.00,2306131.00,2306100.50,1801.00,29
2019_07_13_16_38_07,0,0,0-test-different-9,N/A,N/A,47,1,0,0.874455,2.86918,1613,19,1190.63,354.625,181,613,869,1125,677,0,0,2306137.00,2306184.00,2306160.50,1868.00,29
2019_07_13_16_38_07,0,1,0-test-different-9,different,D,100,0,0,0,2.94183,248,2,1058.38,429.438,181,613,677,1125,1061,0,0,2307276.00,2307376.00,2307326.00,93.00,29
2019_07_13_16_38_07,0,1,0-test-different-9,different,D,148,0,0,10.0372,3.00602,248,2,674.435,247.696,181,613,677,1125,1061,0,0,2307403.00,2307551.00,2307477.00,220.00,29
2019_07_13_16_38_07,0,1,0-test-different-9,different,D,161,1,0,0,3.0821,335,2,1041.12,434.24,181,613,677,1125,1061,0,0,2307229.00,2307390.00,2307309.50,46.00,29
2019_07_13_16_38_07,0,1,0-test-different-9,different,D,174,1,0,8.90521,3.14367,335,2,705.593,264.444,181,613,677,1125,1061,0,0,2307417.00,2307591.00,2307504.00,234.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,87,0,0,0,3.03331,1646,15,990.929,398.857,181,613,869,1125,1061,0,0,2308911.00,2308998.00,2308954.50,0.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,114,0,0,0.803747,3.07383,1646,15,1011,425.889,181,613,869,1125,1061,0,0,2309004.00,2309118.00,2309061.00,93.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,74,0,0,7.13574,2.98482,1646,15,711.5,449.75,181,613,869,1125,1061,0,0,2309185.00,2309259.00,2309222.00,274.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,73,0,0,0.736749,2.99959,1646,15,702.167,420.333,181,613,869,1125,1061,0,0,2309266.00,2309339.00,2309302.50,355.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,67,0,0,0.932149,2.91481,1646,15,717.364,384.364,181,613,869,1125,1061,0,0,2309373.00,2309440.00,2309406.50,462.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,74,0,0,1.82377,2.8967,1646,15,698.5,458.417,181,613,869,1125,1061,0,0,2309446.00,2309520.00,2309483.00,535.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,87,0,0,0.622914,2.91562,1646,15,724.571,457.357,181,613,869,1125,1061,0,0,2309527.00,2309614.00,2309570.50,616.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,80,0,0,1.62144,2.89987,1646,15,706.308,391.923,181,613,869,1125,1061,0,0,2309621.00,2309701.00,2309661.00,710.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,160,0,0,0.704061,2.9424,1646,15,715.8,364,181,613,869,1125,1061,0,0,2309708.00,2309868.00,2309788.00,797.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,87,0,0,0.927228,2.99251,1646,15,689.643,392.714,181,613,869,1125,1061,0,0,2309875.00,2309962.00,2309918.50,964.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,80,0,0,8.8215,3.05047,1646,15,1046.08,500.769,181,613,869,1125,1061,0,0,2309989.00,2310069.00,2310029.00,1078.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,167,0,0,1.16577,3.08454,1646,15,1048.65,452,181,613,869,1125,1061,0,0,2310076.00,2310243.00,2310159.50,1165.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,215,0,0,8.34275,3.07036,1646,15,698.061,421.212,181,613,869,1125,1061,0,0,2310310.00,2310525.00,2310417.50,1399.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,121,0,0,7.72384,3.11571,1646,15,1015.84,491.684,181,613,869,1125,1061,0,0,2310545.00,2310666.00,2310605.50,1634.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,160,0,0,7.69822,3.06427,1646,15,702.2,408.8,181,613,869,1125,1061,0,0,2310733.00,2310893.00,2310813.00,1822.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,73,1,0,0,3.02563,1759,15,974.083,456,181,613,869,1125,1061,0,0,2308911.00,2308984.00,2308947.50,0.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,87,1,0,0.920272,3.10587,1759,15,969.571,417.714,181,613,869,1125,1061,0,0,2309018.00,2309105.00,2309061.50,107.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,46,1,0,0.13879,3.07789,1759,15,975.375,417.375,181,613,869,1125,1061,0,0,2309112.00,2309158.00,2309135.00,201.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,154,1,0,6.54769,3.08461,1759,15,699.917,415.875,181,613,869,1125,1061,0,0,2309172.00,2309326.00,2309249.00,261.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,134,1,0,0.400875,3.03013,1759,15,683.333,413.238,181,613,869,1125,1061,0,0,2309333.00,2309467.00,2309400.00,422.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,114,1,0,1.54337,2.9874,1759,15,677.222,477.611,181,613,869,1125,1061,0,0,2309473.00,2309587.00,2309530.00,562.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,248,1,0,1.90714,3.03766,1759,15,691.447,398.974,181,613,869,1125,1061,0,0,2309594.00,2309842.00,2309718.00,683.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,114,1,0,0.402112,3.02436,1759,15,676.889,407.444,181,613,869,1125,1061,0,0,2309848.00,2309962.00,2309905.00,937.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,54,1,0,9.02895,3.05625,1759,15,1041.22,520.111,181,613,869,1125,1061,0,0,2310002.00,2310056.00,2310029.00,1091.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,201,1,0,0.580985,3.09066,1759,15,1034,496.871,181,613,869,1125,1061,0,0,2310063.00,2310264.00,2310163.50,1152.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,215,1,0,7.36784,3.15026,1759,15,731.424,427.939,181,613,869,1125,1061,0,0,2310310.00,2310525.00,2310417.50,1399.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,53,1,0,7.42773,3.10775,1759,15,1030.56,519.667,181,613,869,1125,1061,0,0,2310552.00,2310605.00,2310578.50,1641.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,100,1,0,0.219967,3.13477,1759,15,1026.63,528,181,613,869,1125,1061,0,0,2310612.00,2310712.00,2310662.00,1701.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,53,1,0,7.07703,3.17419,1759,15,742,439.889,181,613,869,1125,1061,0,0,2310733.00,2310786.00,2310759.50,1822.00,29
2019_07_13_16_38_07,01,0,01-trial-different-10,N/A,N/A,113,1,0,1.15668,3.16252,1759,15,717.833,397.889,181,613,869,1125,1061,0,0,2310793.00,2310906.00,2310849.50,1882.00,29
2019_07_13_16_38_07,01,1,01-trial-different-10,different,D,194,0,0,0,2.96776,604,5,821.933,353.033,181,613,677,1125,677,0,0,2311818.00,2312012.00,2311915.00,0.00,29
2019_07_13_16_38_07,01,1,01-trial-different-10,different,D,53,0,0,5.09806,2.89692,604,5,656.778,216.778,181,613,677,1125,677,0,0,2312039.00,2312092.00,2312065.50,221.00,29
2019_07_13_16_38_07,01,1,01-trial-different-10,different,D,68,0,0,0.37446,2.89541,604,5,644.727,226.818,181,613,677,1125,677,0,0,2312105.00,2312173.00,2312139.00,287.00,29
2019_07_13_16_38_07,01,1,01-trial-different-10,different,D,135,0,0,13.4068,3.06247,604,5,1216.1,254.714,181,613,677,1125,677,0,0,2312239.00,2312374.00,2312306.50,421.00,29
2019_07_13_16_38_07,01,1,01-trial-different-10,different,D,154,0,0,0.53095,3.10125,604,5,1237.42,261.042,181,613,677,1125,677,0,0,2312380.00,2312534.00,2312457.00,562.00,29
2019_07_13_16_38_07,01,1,01-trial-different-10,different,D,201,1,0,0,3.17642,642,4,844.065,349.645,181,613,677,1125,677,0,0,2311818.00,2312019.00,2311918.50,0.00,29
2019_07_13_16_38_07,01,1,01-trial-different-10,different,D,120,1,0,3.97941,3.14124,642,4,711.579,248.053,181,613,677,1125,677,0,0,2312039.00,2312159.00,2312099.00,221.00,29
2019_07_13_16_38_07,01,1,01-trial-different-10,different,D,80,1,0,11.4789,3.08282,642,4,1197.62,283.846,181,613,677,1125,677,0,0,2312213.00,2312293.00,2312253.00,395.00,29
2019_07_13_16_38_07,01,1,01-trial-different-10,different,D,241,1,0,0.588026,3.05907,642,4,1222.19,282.162,181,613,677,1125,677,0,0,2312300.00,2312541.00,2312420.50,482.00,29
2019_07_13_16_38_07,02,0,02-trial-different-11,N/A,N/A,100,0,0,0,2.9857,1606,15,959.5,421.125,181,613,1061,1125,869,0,0,2313841.00,2313941.00,2313891.00,7.00,29
2019_07_13_16_38_07,02,0,02-trial-different-11,N/A,N/A,93,0,0,0.482909,2.93908,1606,15,979.2,416.533,181,613,1061,1125,869,0,0,2313948.00,2314041.00,2313994.50,114.00,29
