suj,sujnum,oracion,trial,fixn,screenpos,wn,pos,dur,longoracion,ojoDI,pupila,blink,amp_sac,gaze,nf,fixY
2019_05_30_18_20_54,1,0021,0021,14,1200.17,8,34.6667,74,7,0,3.01517,0,1.16132,1780,19,454.583
2019_05_30_18_20_54,1,0021,0021,15,1257.89,6.22222,29.3889,114,7,0,2.95977,0,1.45361,1780,19,435.167
2019_05_30_18_20_54,1,0021,0021,16,1269.89,2.96296,14.037,174,7,0,3.00752,0,0.999863,1780,19,475.296
2019_05_30_18_20_54,1,0021,0021,17,1694.56,0,0,54,7,0,3.10553,0,11.5833,1780,19,723.556
2019_05_30_18_20_54,1,0021,0021,18,1694.7,0,0,60,7,0,3.09855,0,0.815111,1780,19,757.7
2019_05_30_18_20_54,1,0021,0021,19,1747.22,0,0,54,7,0,3.09273,0,1.27637,1780,19,747.667
2019_05_30_18_20_54,1,0021,0021,1,605.133,0,0,94,7,1,3.16175,0,0,1768,20,425.067
2019_05_30_18_20_54,1,0021,0021,2,609.538,0,0,80,7,1,3.21119,0,0.279706,1768,20,435.923
2019_05_30_18_20_54,1,0021,0021,3,691.45,0.95,2.6,127,7,1,3.14514,0,1.98693,1768,20,421
2019_05_30_18_20_54,1,0021,0021,4,685,1,2.25,73,7,1,3.04405,0,0.973088,1768,20,461.25
2019_05_30_18_20_54,1,0021,0021,5,750.357,2,6.35714,87,7,1,3.0652,0,1.787,1768,20,424.714
2019_05_30_18_20_54,1,0021,0021,6,752.846,2,6.46154,80,7,1,3.06683,0,0.231284,1768,20,434.077
2019_05_30_18_20_54,1,0021,0021,7,813.35,3,10.25,127,7,1,2.88843,0,1.44726,1768,20,438.05
2019_05_30_18_20_54,1,0021,0021,8,849.636,3,12.5455,67,7,1,3.00888,0,0.977318,1768,20,419.091
2019_05_30_18_20_54,1,0021,0021,9,920.8,3.9,17,61,7,1,3.02265,0,1.86224,1768,20,451.1
2019_05_30_18_20_54,1,0021,0021,10,927.964,4,17.4286,182,7,1,3.06514,0,0.609544,1768,20,475.607
2019_05_30_18_20_54,1,0021,0021,11,1029.41,5,23.8824,107,7,1,3.08402,0,2.51326,1768,20,447.235
2019_05_30_18_20_54,1,0021,0021,12,1067.08,5.83333,26.25,73,7,1,3.08275,0,0.937298,1768,20,436.167
2019_05_30_18_20_54,1,0021,0021,13,1178.18,8,33.0909,67,7,1,3.07109,0,2.73172,1768,20,463.909
2019_05_30_18_20_54,1,0021,0021,14,1159.2,8,31.9333,94,7,1,3.11075,0,0.453167,1768,20,463.8
2019_05_30_18_20_54,1,0021,0021,15,1253.43,4.57143,21.0714,87,7,1,3.1203,0,2.27694,1768,20,478.857
2019_05_30_18_20_54,1,0021,0021,16,1199.31,8,34.375,100,7,1,3.17914,0,1.3667,1768,20,497.563
2019_05_30_18_20_54,1,0021,0021,17,1206.13,8,34.8,94,7,1,3.17871,0,0.603969,1768,20,473.2
2019_05_30_18_20_54,1,0021,0021,18,1680.88,0,0,47,7,1,2.99984,0,12.5961,1768,20,722.625
2019_05_30_18_20_54,1,0021,0021,19,1692.82,0,0,67,7,1,2.97068,0,0.732941,1768,20,750.909
2019_05_30_18_20_54,1,0021,0021,20,1754.89,0,0,54,7,1,2.92634,0,1.65027,1768,20,720.444
2019_05_30_18_20_54,1,0027,0027,1,653.4,1,2.4,60,8,0,3.137,0,0,1836,25,449.8
2019_05_30_18_20_54,1,0027,0027,2,659.5,1,3,47,8,0,3.09754,0,0.73551,1836,25,480
2019_05_30_18_20_54,1,0027,0027,3,652.5,1,2.25,74,8,0,3.00416,0,0.169421,1836,25,481.167
2019_05_30_18_20_54,1,0027,0027,4,710.4,1,5.9,61,8,0,3.07477,0,1.48324,1836,25,458.6
2019_05_30_18_20_54,1,0027,0027,5,690.625,1.125,4.875,46,8,0,3.0036,0,0.516001,1836,25,449.875
2019_05_30_18_20_54,1,0027,0027,6,799,2.375,11.375,46,8,0,2.98288,0,2.61059,1836,25,465
2019_05_30_18_20_54,1,0027,0027,7,829.2,3.4,13.3333,94,8,0,2.99987,0,0.9091,1836,25,441.8
2019_05_30_18_20_54,1,0027,0027,8,868.833,3.91667,15.9167,73,8,0,3.00102,0,1.26292,1836,25,406.75
2019_05_30_18_20_54,1,0027,0027,9,917.333,4.11111,19,114,8,0,2.97766,0,1.32789,1836,25,434
2019_05_30_18_20_54,1,0027,0027,10,894.682,4,17.5,141,8,0,2.95947,0,0.589372,1836,25,443.818
2019_05_30_18_20_54,1,0027,0027,11,908,4,18.4444,54,8,0,2.95389,0,0.777185,1836,25,414.111
2019_05_30_18_20_54,1,0027,0027,12,1011.9,5.8,24.7,60,8,0,2.9958,0,2.68612,1836,25,457.5
2019_05_30_18_20_54,1,0027,0027,13,1058.64,6.28571,27.5,87,8,0,3.03289,0,1.13318,1836,25,465.786
2019_05_30_18_20_54,1,0027,0027,14,1027.69,6,25.875,100,8,0,2.93792,0,1.21866,1836,25,425.188
2019_05_30_18_20_54,1,0027,0027,15,1002.89,6,24.2222,53,8,0,2.88284,0,1.16271,1836,25,467.111
2019_05_30_18_20_54,1,0027,0027,16,1181.6,9,35.3,60,8,0,2.94057,0,4.27991,1836,25,449.2
2019_05_30_18_20_54,1,0027,0027,17,1165.94,9,34.3333,113,8,0,2.98905,0,0.486314,1836,25,436.167
2019_05_30_18_20_54,1,0027,0027,18,1233.25,9,38.375,46,8,0,2.94538,0,1.99853,1836,25,486
2019_05_30_18_20_54,1,0027,0027,19,1270.09,9,40.8182,66,8,0,2.90576,0,1.23258,1836,25,449.818
2019_05_30_18_20_54,1,0027,0027,20,1252.18,9,39.9091,67,8,0,2.93499,0,0.694182,1836,25,426.909
2019_05_30_18_20_54,1,0027,0027,21,1269,5.625,24.75,46,8,0,2.90808,0,1.18239,1836,25,473.5
2019_05_30_18_20_54,1,0027,0027,22,1265.29,9,40.6429,87,8,0,2.93892,0,1.08974,1836,25,428
2019_05_30_18_20_54,1,0027,0027,23,1663.63,0,0,47,8,0,3.00236,0,11.6646,1836,25,722.625
2019_05_30_18_20_54,1,0027,0027,24,1693.92,0,0,74,8,0,2.92656,0,1.18901,1836,25,762.167
2019_05_30_18_20_54,1,0027,0027,25,1697.26,0,0,120,8,0,2.98512,0,0.704598,1836,25,732.842
2019_05_30_18_20_54,1,0027,0027,1,589.813,0,0,101,8,1,3.39556,0,0,1856,20,472.5
2019_05_30_18_20_54,1,0027,0027,2,616.5,0.5,0.625,47,8,1,3.35253,0,1.10601,1856,20,434.625
2019_05_30_18_20_54,1,0027,0027,3,655.478,1,2.52174,147,8,1,3.33581,0,0.973453,1856,20,446.609
2019_05_30_18_20_54,1,0027,0027,4,737.778,1.66667,7.66667,54,8,1,3.24545,0,1.96629,1856,20,450.556
2019_05_30_18_20_54,1,0027,0027,5,753.045,2,8.63636,141,8,1,3.12163,0,0.36453,1856,20,450.773
2019_05_30_18_20_54,1,0027,0027,6,852.478,3.91304,14.6957,148,8,1,3.12694,0,2.3816,1856,20,442.043
2019_05_30_18_20_54,1,0027,0027,7,840.063,3.8125,14,100,8,1,3.04206,0,0.475633,1856,20,457.625
2019_05_30_18_20_54,1,0027,0027,8,847.826,4,14.5217,147,8,1,3.03584,0,0.556339,1856,20,435.652
2019_05_30_18_20_54,1,0027,0027,9,982.636,5.45455,23.0909,67,8,1,3.08015,0,3.3246,1856,20,471.182
2019_05_30_18_20_54,1,0027,0027,10,1004.38,5.92308,24.3846,80,8,1,3.04505,0,1.27355,1856,20,422.462
2019_05_30_18_20_54,1,0027,0027,11,1025.07,6,25.6667,94,8,1,3.12684,0,1.30197,1856,20,472.933
2019_05_30_18_20_54,1,0027,0027,12,1151.73,9,33.6667,93,8,1,3.10258,0,3.1259,1856,20,439.267
2019_05_30_18_20_54,1,0027,0027,13,1195.5,9,36.3125,101,8,1,3.14523,0,1.07346,1856,20,428.938
2019_05_30_18_20_54,1,0027,0027,14,1223.06,9,38,107,8,1,3.00513,0,1.03829,1856,20,462.588
2019_05_30_18_20_54,1,0027,0027,15,1253.56,9,39.8889,54,8,1,3.05445,0,0.810978,1856,20,477.556
2019_05_30_18_20_54,1,0027,0027,16,1221.45,9,37.8182,67,8,1,3.04377,0,0.858066,1856,20,493.727
2019_05_30_18_20_54,1,0027,0027,17,1270,9,41,87,8,1,3.08648,0,2.14792,1856,20,417.929
2019_05_30_18_20_54,1,0027,0027,18,1672.45,0,0,67,8,1,3.00228,0,12.1739,1856,20,743.636
2019_05_30_18_20_54,1,0027,0027,19,1664.55,0,0,67,8,1,2.86112,0,0.609447,1856,20,719.364
2019_05_30_18_20_54,1,0027,0027,20,1726.64,0,0,87,8,1,2.89167,0,1.62574,1856,20,747.357
2019_05_30_18_20_54,1,0030,0030,1,643.364,1,2.27273,67,9,0,2.80986,0,0,2450,29,473.636
2019_05_30_18_20_54,1,0030,0030,2,628.75,0.833333,1.33333,73,9,0,2.80744,0,0.785259,2450,29,444.167
2019_05_30_18_20_54,1,0030,0030,3,624.75,0.375,0.875,47,9,0,2.7803,0,0.189032,2450,29,451
2019_05_30_18_20_54,1,0030,0030,4,618,0.222222,0.666667,53,9,0,2.8394,0,1.299,2450,29,397
2019_05_30_18_20_54,1,0030,0030,5,672.136,1,4.04545,140,9,0,2.81007,0,1.33832,2450,29,411.591
2019_05_30_18_20_54,1,0030,0030,6,758.722,1.94444,9.5,114,9,0,2.85229,0,2.30875,2450,29,454.778
2019_05_30_18_20_54,1,0030,0030,7,762.111,1.88889,9.66667,53,9,0,2.84648,0,0.22711,2450,29,463.667
2019_05_30_18_20_54,1,0030,0030,8,761.667,2,9.66667,53,9,0,2.78234,0,0.885977,2450,29,426.556
2019_05_30_18_20_54,1,0030,0030,9,757.222,2,9.44444,54,9,0,2.76084,0,0.388777,2450,29,410.889
2019_05_30_18_20_54,1,0030,0030,10,899.353,3.94118,18.2353,107,9,0,2.86424,0,3.43849,2450,29,435.235
2019_05_30_18_20_54,1,0030,0030,11,872.818,3.81818,16.3636,67,9,0,2.90037,0,0.789859,2450,29,455
2019_05_30_18_20_54,1,0030,0030,12,919.5,4,19.5,74,9,0,2.88399,0,1.59525,2450,29,407.167
2019_05_30_18_20_54,1,0030,0030,13,1011.5,5,25.25,73,9,0,2.90985,0,2.3005,2450,29,436
2019_05_30_18_20_54,1,0030,0030,14,1039.36,5.4,27.16,161,9,0,2.86945,0,0.672897,2450,29,440.28
2019_05_30_18_20_54,1,0030,0030,15,1033.62,5.07692,26.6923,81,9,0,2.8513,0,0.800284,2450,29,473.308
2019_05_30_18_20_54,1,0030,0030,16,1124.7,6.7,32.4,60,9,0,3.02287,0,2.17652,2450,29,468.5
2019_05_30_18_20_54,1,0030,0030,17,1138.29,6.57143,33.0714,87,9,0,2.96081,0,0.329785,2450,29,466
2019_05_30_18_20_54,1,0030,0030,18,1137.5,6.83333,33.1667,74,9,0,2.8889,0,0.420193,2450,29,448.417
2019_05_30_18_20_54,1,0030,0030,19,1241,9.66667,39.6667,74,9,0,2.92064,0,2.47063,2450,29,451.667
2019_05_30_18_20_54,1,0030,0030,20,1250.58,10,40.1667,74,9,0,2.92889,0,0.411624,2450,29,466
2019_05_30_18_20_54,1,0030,0030,21,1264.33,10,41.1111,54,9,0,2.9323,0,0.747058,2450,29,437.889
2019_05_30_18_20_54,1,0030,0030,22,1338.57,0,0,134,9,0,2.92087,0,1.81495,2450,29,454.381
2019_05_30_18_20_54,1,0030,0030,23,1293.5,9,38.5,60,9,0,2.98787,0,1.27011,2450,29,426.1
2019_05_30_18_20_54,1,0030,0030,24,1284.62,10,42.1429,134,9,0,2.93558,0,0.576837,2450,29,448.571
2019_05_30_18_20_54,1,0030,0030,25,1317.23,0,0,167,9,0,2.92884,0,0.882151,2450,29,431.192
2019_05_30_18_20_54,1,0030,0030,26,1721.5,0,0,47,9,0,2.97566,0,11.8001,2450,29,727.75
2019_05_30_18_20_54,1,0030,0030,27,1708.7,0,0,60,9,0,2.96503,0,0.457286,2450,29,742
2019_05_30_18_20_54,1,0030,0030,28,1674.71,0,0,155,9,0,2.95192,0,0.918656,2450,29,723.958
2019_05_30_18_20_54,1,0030,0030,29,1674,0,0,53,9,0,2.92961,0,0.476108,2450,29,743.889
2019_05_30_18_20_54,1,0030,0030,1,628.111,0.777778,1.22222,53,9,1,3.12382,0,0,2518,28,452.444
2019_05_30_18_20_54,1,0030,0030,2,590.786,0.0714286,0.0714286,88,9,1,3.12922,0,0.913921,2518,28,443.929
2019_05_30_18_20_54,1,0030,0030,3,629.871,0.967742,1.54839,201,9,1,3.17111,0,0.933049,2518,28,444.161
2019_05_30_18_20_54,1,0030,0030,4,704.44,1,6.04,161,9,1,3.0881,0,1.78461,2518,28,438.6
2019_05_30_18_20_54,1,0030,0030,5,722.75,1.375,7.125,100,9,1,3.05171,0,0.488794,2518,28,429.438
2019_05_30_18_20_54,1,0030,0030,6,718.818,1.36364,7.18182,67,9,1,3.02047,0,0.106507,2518,28,431.545
2019_05_30_18_20_54,1,0030,0030,7,874.5,3.7,16.4,61,9,1,2.94223,0,3.84047,2518,28,473
2019_05_30_18_20_54,1,0030,0030,8,882.125,4,17.25,46,9,1,3.11365,0,0.928134,2518,28,434.875
2019_05_30_18_20_54,1,0030,0030,9,831.6,2.66667,14,94,9,1,3.00322,0,1.22641,2518,28,444.2
2019_05_30_18_20_54,1,0030,0030,10,833.125,2.875,14,47,9,1,3.01531,0,0.993122,2518,28,402.625
2019_05_30_18_20_54,1,0030,0030,11,983.929,4.78571,23.5,87,9,1,3.07935,0,4.04991,2518,28,480.929
2019_05_30_18_20_54,1,0030,0030,12,960.923,4.92308,22.1538,81,9,1,3.05902,0,0.842702,2518,28,454.154
2019_05_30_18_20_54,1,0030,0030,13,941.267,4.63333,20.8333,195,9,1,3.09011,0,0.499647,2518,28,446.967
2019_05_30_18_20_54,1,0030,0030,14,1080.14,5.92857,29.6429,87,9,1,3.07939,0,3.33955,2518,28,465
2019_05_30_18_20_54,1,0030,0030,15,1109.12,6,31.2353,107,9,1,3.06952,0,0.698265,2518,28,469
2019_05_30_18_20_54,1,0030,0030,16,1063.33,6,28.5556,53,9,1,3.07527,0,1.09941,2518,28,474
2019_05_30_18_20_54,1,0030,0030,17,1236.53,9.10526,39.2105,120,9,1,3.12086,0,4.13069,2518,28,467.316
2019_05_30_18_20_54,1,0030,0030,18,1257.56,9.44444,40.6111,114,9,1,3.15471,0,0.850523,2518,28,438.556
2019_05_30_18_20_54,1,0030,0030,19,1288.38,7.5,31.625,47,9,1,3.18917,0,1.06389,2518,28,470.75
2019_05_30_18_20_54,1,0030,0030,20,1265.89,10,41.2222,53,9,1,3.14973,0,0.877588,2518,28,441.667
2019_05_30_18_20_54,1,0030,0030,21,1324.23,0.769231,3.30769,80,9,1,3.01526,0,1.4043,2518,28,434.077
2019_05_30_18_20_54,1,0030,0030,22,1318.65,0.588235,2.41176,107,9,1,3.05095,0,0.958132,2518,28,473.824
2019_05_30_18_20_54,1,0030,0030,23,1324.08,0,0,155,9,1,3.08899,0,0.937795,2518,28,434.917
2019_05_30_18_20_54,1,0030,0030,24,1698.46,0,0,80,9,1,2.79427,0,11.3023,2518,28,734.769
2019_05_30_18_20_54,1,0030,0030,25,1636.13,0,0,47,9,1,2.75593,0,1.56985,2518,28,755.75
2019_05_30_18_20_54,1,0030,0030,26,1630.83,0,0,73,9,1,2.77176,0,0.461282,2518,28,774.333
2019_05_30_18_20_54,1,0030,0030,27,1679.9,0,0,60,9,1,2.78098,0,1.28981,2518,28,751.7
2019_05_30_18_20_54,1,0030,0030,28,1645.67,0,0,54,9,1,2.84657,0,0.872011,2518,28,764.444
2019_05_30_18_20_54,1,0032,0032,1,696.516,1,1.67742,201,6,0,2.77505,0,0,1539,16,438.581
2019_05_30_18_20_54,1,0032,0032,2,757.077,1,5.38462,81,6,0,2.80134,0,1.56276,1539,16,413.692
2019_05_30_18_20_54,1,0032,0032,3,733.25,1,3.83333,73,6,0,2.70103,0,0.959277,1539,16,381.333
2019_05_30_18_20_54,1,0032,0032,4,748.111,1,4.77778,54,6,0,2.74055,0,1.84293,1539,16,457.111
2019_05_30_18_20_54,1,0032,0032,5,831.417,2,9.91667,74,6,0,2.76061,0,2.33099,1539,16,406.083
2019_05_30_18_20_54,1,0032,0032,6,850.952,2,11.2857,134,6,0,2.67155,0,0.855812,1539,16,436.143
2019_05_30_18_20_54,1,0032,0032,7,925.556,3,15.8889,53,6,0,2.82752,0,2.10168,1539,16,389.333
2019_05_30_18_20_54,1,0032,0032,8,979.154,3.84615,19.1538,80,6,0,2.80785,0,1.42974,1539,16,416.077
2019_05_30_18_20_54,1,0032,0032,9,1073.46,4.95833,25.125,154,6,0,2.81244,0,2.25539,1539,16,422.458
2019_05_30_18_20_54,1,0032,0032,10,1123.43,5,28.4286,133,6,0,2.85224,0,1.20455,1539,16,415.429
2019_05_30_18_20_54,1,0032,0032,11,1236.88,3.5,17,47,6,0,2.81126,0,2.82391,1539,16,449.25
2019_05_30_18_20_54,1,0032,0032,12,1246.93,2.17241,10.8621,188,6,0,2.827,0,0.426863,1539,16,464.034
2019_05_30_18_20_54,1,0032,0032,13,1210,7,34,46,6,0,2.70266,0,1.17683,1539,16,431.375
2019_05_30_18_20_54,1,0032,0032,14,1258.75,0,0,74,6,0,2.73281,0,1.2812,1539,16,453.833
2019_05_30_18_20_54,1,0032,0032,15,1658.46,0,0,80,6,0,2.9056,0,11.5822,1539,16,740.462
2019_05_30_18_20_54,1,0032,0032,16,1657.73,0,0,67,6,0,2.85951,0,0.337023,1539,16,726.364
2019_05_30_18_20_54,1,0032,0032,1,645.138,0,0,188,6,1,3.07711,0,0,1636,17,462.483
2019_05_30_18_20_54,1,0032,0032,2,691.5,0.5,1.125,47,6,1,3.02229,0,1.1085,1636,17,465.125
2019_05_30_18_20_54,1,0032,0032,3,696.5,0.9,1.5,61,6,1,3.00967,0,0.670199,1636,17,437.5
2019_05_30_18_20_54,1,0032,0032,4,714.444,1,2.88889,54,6,1,2.9861,0,0.434561,1636,17,440.556
2019_05_30_18_20_54,1,0032,0032,5,732.8,1,3.7,61,6,1,2.96558,0,0.927505,1636,17,474.8
2019_05_30_18_20_54,1,0032,0032,6,774.556,1.33333,6.44444,54,6,1,2.88806,0,1.38608,1636,17,434.444
2019_05_30_18_20_54,1,0032,0032,7,800.267,2,8,93,6,1,3.02685,0,0.93195,1636,17,405.067
2019_05_30_18_20_54,1,0032,0032,8,798.333,2,7.91667,74,6,1,3.00309,0,0.712105,1636,17,434.833
2019_05_30_18_20_54,1,0032,0032,9,894.3,2.7,14,60,6,1,2.91529,0,2.29918,1636,17,443.5
2019_05_30_18_20_54,1,0032,0032,10,952.926,3,17.5185,175,6,1,2.97224,0,1.39983,1636,17,441.963
2019_05_30_18_20_54,1,0032,0032,11,990.28,4,19.96,161,6,1,2.91599,0,0.900699,1636,17,447.28
2019_05_30_18_20_54,1,0032,0032,12,1087.87,5,25.9333,94,6,1,2.89644,0,2.34203,1636,17,436.733
2019_05_30_18_20_54,1,0032,0032,13,1092.8,5,26.2667,93,6,1,2.89575,0,0.239463,1636,17,445.467
2019_05_30_18_20_54,1,0032,0032,14,1185.47,7,32.2,94,6,1,2.98844,0,2.25464,1636,17,463.933
2019_05_30_18_20_54,1,0032,0032,15,1173.04,7,31.4583,154,6,1,3.0599,0,0.454812,1636,17,478.375
2019_05_30_18_20_54,1,0032,0032,16,1196,7,32.75,127,6,1,2.96282,0,1.01874,1636,17,442.4
2019_05_30_18_20_54,1,0032,0032,17,1686.88,0,0,46,6,1,2.95457,0,13.5988,1636,17,752.375
2019_05_30_18_20_54,1,0036,0036,1,647.789,0.894737,0.894737,120,7,0,2.66232,0,0,1459,17,433
2019_05_30_18_20_54,1,0036,0036,2,651.556,0.666667,1.33333,54,7,0,2.60901,0,0.66657,1459,17,460.667
2019_05_30_18_20_54,1,0036,0036,3,671.625,1,2.375,47,7,0,2.57424,0,1.64456,1459,17,394.75
2019_05_30_18_20_54,1,0036,0036,4,687,1,3.58333,73,7,0,2.66383,0,1.00627,1459,17,355.5
2019_05_30_18_20_54,1,0036,0036,5,751.625,1.875,7.5,47,7,0,2.70057,0,2.48864,1459,17,437.375
2019_05_30_18_20_54,1,0036,0036,6,775.667,2,9.08333,74,7,0,2.71477,0,1.20297,1459,17,481.667
2019_05_30_18_20_54,1,0036,0036,7,774.8,2,9,94,7,0,2.76168,0,1.11257,1459,17,435.067
2019_05_30_18_20_54,1,0036,0036,8,803.545,2,10.7273,67,7,0,2.74922,0,0.695007,1459,17,430.455
2019_05_30_18_20_54,1,0036,0036,9,889.4,2.9,16.1,60,7,0,2.78404,0,2.11408,1459,17,408.6
2019_05_30_18_20_54,1,0036,0036,10,872.938,3,14.9375,100,7,0,2.78298,0,0.586085,1459,17,426.813
2019_05_30_18_20_54,1,0036,0036,11,893.059,3,16.4706,107,7,0,2.80687,0,0.991628,1459,17,390.471
2019_05_30_18_20_54,1,0036,0036,12,1064.54,4,27.0714,181,7,0,2.82665,0,4.3532,1459,17,453.5
2019_05_30_18_20_54,1,0036,0036,13,1081.67,4.22222,28.2222,53,7,0,2.74887,0,0.69854,1459,17,429.778
2019_05_30_18_20_54,1,0036,0036,14,1266.27,5.86667,28.8667,94,7,0,2.80638,0,4.39959,1459,17,434
2019_05_30_18_20_54,1,0036,0036,15,1254.74,7.40741,36,174,7,0,2.77289,0,0.678945,1459,17,460
2019_05_30_18_20_54,1,0036,0036,16,1620.3,0,0,60,7,0,2.96927,0,10.0272,1459,17,675.5
2019_05_30_18_20_54,1,0036,0036,17,1641.78,0,0,54,7,0,2.9199,0,0.734926,1459,17,697.556
2019_05_30_18_20_54,1,0036,0036,1,641.526,0.684211,0.736842,121,7,1,2.93887,0,0,1313,17,469.632
2019_05_30_18_20_54,1,0036,0036,2,654,0.555556,1.11111,53,7,1,2.91751,0,0.675741,1313,17,444.222
2019_05_30_18_20_54,1,0036,0036,3,688.25,1,3.625,47,7,1,2.88072,0,0.819342,1313,17,442
2019_05_30_18_20_54,1,0036,0036,4,674.875,1,2.5,48,7,1,2.91745,0,1.46145,1313,17,382.25
2019_05_30_18_20_54,1,0036,0036,5,770,2,8.77778,53,7,1,2.83489,0,2.86148,1313,17,455.333
2019_05_30_18_20_54,1,0036,0036,6,774.714,2,8.85714,87,7,1,2.86655,0,0.693542,1313,17,484
2019_05_30_18_20_54,1,0036,0036,7,783.385,2,9.69231,80,7,1,2.81029,0,0.212023,1313,17,485.923
2019_05_30_18_20_54,1,0036,0036,8,769.1,2,8.5,60,7,1,2.85489,0,1.2097,1313,17,437.3
2019_05_30_18_20_54,1,0036,0036,9,827.125,2.625,12.25,47,7,1,2.88867,0,1.60125,1313,17,403.625
2019_05_30_18_20_54,1,0036,0036,10,826.917,2.33333,12.3333,74,7,1,2.86752,0,0.454615,1313,17,384.583
2019_05_30_18_20_54,1,0036,0036,11,877.231,3,15.2308,167,7,1,2.88154,0,1.34758,1313,17,410.192
2019_05_30_18_20_54,1,0036,0036,12,1048.46,3.92308,26,81,7,1,2.97574,0,4.23312,1313,17,457.462
2019_05_30_18_20_54,1,0036,0036,13,1085,4.33333,28.3333,94,7,1,2.97253,0,0.872712,1313,17,456.267
2019_05_30_18_20_54,1,0036,0036,14,1234.25,8,37.5,47,7,1,2.95649,0,3.56386,1313,17,448.125
2019_05_30_18_20_54,1,0036,0036,15,1239.22,8,38,53,7,1,2.9637,0,0.980307,1313,17,488.889
2019_05_30_18_20_54,1,0036,0036,16,1206.13,8,35.9167,154,7,1,2.95295,0,0.863128,1313,17,474.333
2019_05_30_18_20_54,1,0036,0036,17,1646.75,0,0,47,7,1,2.97486,0,12.0989,1313,17,739.875
2019_05_30_18_20_54,1,0042,0042,1,693,1,2.25,46,7,0,2.79611,0,0,1878,26,422.25
2019_05_30_18_20_54,1,0042,0042,2,689.667,1,2,54,7,0,2.86289,0,0.489939,1878,26,402
2019_05_30_18_20_54,1,0042,0042,3,720.444,1,4,54,7,0,2.79232,0,1.21739,1878,26,442.667
2019_05_30_18_20_54,1,0042,0042,4,719.545,1,4.18182,66,7,0,2.83309,0,0.0490726,1878,26,440.818
2019_05_30_18_20_54,1,0042,0042,5,719.462,1,3.92308,81,7,0,2.87366,0,1.06802,1878,26,396.077
2019_05_30_18_20_54,1,0042,0042,6,752.308,1,6,81,7,0,2.91124,0,1.16463,1878,26,432.154
2019_05_30_18_20_54,1,0042,0042,7,859.75,2,12.5,47,7,0,2.82922,0,2.58546,1878,26,418
2019_05_30_18_20_54,1,0042,0042,8,833.333,2,11.3333,53,7,0,2.76827,0,1.00081,1878,26,385.444
2019_05_30_18_20_54,1,0042,0042,9,855.882,2,12.7647,107,7,0,2.79123,0,1.56995,1878,26,447.235
2019_05_30_18_20_54,1,0042,0042,10,875.364,2,13.7273,68,7,0,2.86876,0,0.466796,1878,26,448.909
2019_05_30_18_20_54,1,0042,0042,11,984,3.88889,20.3333,54,7,0,2.88232,0,2.59308,1878,26,452.333
2019_05_30_18_20_54,1,0042,0042,12,954.875,3.25,18.5,48,7,0,2.94072,0,0.700779,1878,26,456
2019_05_30_18_20_54,1,0042,0042,13,963.7,3.3,19.1,60,7,0,2.99053,0,0.771743,1878,26,424.9
2019_05_30_18_20_54,1,0042,0042,14,984.9,4,20.6,60,7,0,3.00212,0,0.648726,1878,26,407.9
2019_05_30_18_20_54,1,0042,0042,15,1076.2,5.5,26.2,60,7,0,2.97617,0,2.2344,1878,26,428.7
2019_05_30_18_20_54,1,0042,0042,16,1077.11,5.22222,26.3333,54,7,0,2.93591,0,0.338378,1878,26,414.556
2019_05_30_18_20_54,1,0042,0042,17,1060.63,5.08333,25.2083,154,7,0,3.03599,0,0.894575,1878,26,448.208
2019_05_30_18_20_54,1,0042,0042,18,1173.93,7.85714,32.6429,88,7,0,3.01302,0,2.73398,1878,26,465.429
2019_05_30_18_20_54,1,0042,0042,19,1171.71,8,32.2857,87,7,0,2.98621,0,0.689222,1878,26,436.643
2019_05_30_18_20_54,1,0042,0042,20,1258.83,2.78261,12.8261,147,7,0,2.90287,0,2.21419,1878,26,468.609
2019_05_30_18_20_54,1,0042,0042,21,1252.42,2.66667,11.8333,73,7,0,2.84873,0,1.27492,1878,26,415.583
2019_05_30_18_20_54,1,0042,0042,22,1214,8,35,81,7,0,2.87912,0,1.02602,1878,26,396.308
2019_05_30_18_20_54,1,0042,0042,23,1629.44,0,0,54,7,0,3.03767,0,12.2126,1878,26,708.111
2019_05_30_18_20_54,1,0042,0042,24,1656.42,0,0,74,7,0,3.03128,0,1.10643,1878,26,670.417
2019_05_30_18_20_54,1,0042,0042,25,1697.8,0,0,60,7,0,3.01887,0,1.32956,1878,26,707.7
2019_05_30_18_20_54,1,0042,0042,26,1692.09,0,0,67,7,0,3.00672,0,0.19414,1878,26,701.909
2019_05_30_18_20_54,1,0042,0042,1,687.333,1,2.11111,53,7,1,3.21585,0,0,1827,25,485.889
2019_05_30_18_20_54,1,0042,0042,2,683.462,0.923077,1.53846,81,7,1,3.14341,0,1.67976,1827,25,415.615
2019_05_30_18_20_54,1,0042,0042,3,674.5,0.642857,1.21429,87,7,1,3.16655,0,2.06572,1827,25,501.714
2019_05_30_18_20_54,1,0042,0042,4,708.385,1,3.30769,80,7,1,3.19516,0,1.69162,1827,25,439.462
2019_05_30_18_20_54,1,0042,0042,5,723.5,1,4.125,47,7,1,3.14193,0,0.386824,1827,25,433.625
2019_05_30_18_20_54,1,0042,0042,6,702.167,1,2.91667,73,7,1,3.05491,0,0.591791,1827,25,421
2019_05_30_18_20_54,1,0042,0042,7,847.5,1.875,11.875,47,7,1,3.07837,0,3.47381,1827,25,431.125
